LID,Glottocode,Language,WordOrderAPLex,WordOrderAPVLexFlexible,VFinalLex,VFinalOrFreeLex,VInitialLex,VMedialLex,WordOrderAPVBasicLex,WordOrderSVBasicLex,WordOrderAPBasicLex,WordOrderAVBasicLex,WordOrderPVBasicLex,PositionVBasicLex,PositionVBasicLexIsFinal,PositionVBasicLexIsFinalFree,PositionVBasicLexIsInitial,PositionVBasicLexIsMedial,WordOrderAPVSecondaryLex,WordOrderSVSecondaryLex,WordOrderAPSecondaryLex,WordOrderAVSecondaryLex,WordOrderPVSecondaryLex,PositionVSecondaryLex,PositionVSecondaryLexIsFinal,PositionVSecondaryLexIsFinalFree,PositionVSecondaryLexIsInitial,PositionVSecondaryLexIsMedial
479,hoch1243,Hocak,,,,,,,,,,,,,,,,,,,,,,,,,,
480,aman1265,Amanab,,,,,,,,,,,,,,,,,,,,,,,,,,
481,svan1243,Svan,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
482,warr1258,Warrwa,,,,,,,,,,,,,,,,,,,,,,,,,,
483,lena1238,Lenakel,,,,,,,,,,,,,,,,,,,,,,,,,,
484,mara1404,Maranao,,,,,,,,,,,,,,,,,,,,,,,,,,
485,nyul1247,Nyulnyul,,,,,,,,,,,,,,,,,,,,,,,,,,
486,moun1252,Koiali (Mountain),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
487,nang1262,Nagu,,,,,,,,,,,,,,,,,,,,,,,,,,
488,veng1238,Babungo,,,,,,,,,,,,,,,,,,,,,,,,,,
489,diii1241,Dii,,,,,,,,,,,,,,,,,,,,,,,,,,
490,dann1241,Dan,,,,,,,,,,,,,,,,,,,,,,,,,,
491,mala1537,Malagasy,OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
492,copa1236,Zoque (Copainalá),OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
493,bara1380,Barasano,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
494,viet1252,Vietnamese,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
495,kron1241,Krongo,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
496,indo1316,Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,
497,supy1237,Supyire,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
498,mezq1235,Otomi (Mezquital),OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
499,buki1249,Bukiyip,,,,,,,,,,,,,,,,,,,,,,,,,,
500,hmon1264,Hmong Njua,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
501,mani1292,Meithei,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
502,nucl1301,Turkish,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
503,yaqu1251,Yaqui,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
504,greb1256,Grebo,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
505,daga1275,Daga,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
506,maxa1247,Maxakalí,,,,,,,,,,,,,,,,,,,,,,,,,,
507,yaou1238,Yaouré,,,,,,,,,,,,,,,,,,,,,,,,,,
508,yoku1256,Yokuts,,,,,,,,,,,,,,,,,,,,,,,,,,
509,papa1238,Totonac (Papantla),,,,,,,,,,,,,,,,,,,,,,,,,,
510,pitj1243,Pitjantjatjara,,,,,,,,,,,,,,,,,,,,,,,,,,
511,kala1399,Greenlandic Eskimo (West),,,,,,,,,,,,,,,,,,,,,,,,,,
512,apur1254,Apurina,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
514,cent2142,Aymara,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
515,bagi1246,Bagirmi,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
516,bamb1269,Bambara,,,,,,,,,,,,,,,,,,,,,,,,,,
517,bawm1236,Bawm,,,,,,,,,,,,,,,,,,,,,,,,,,
518,brah1256,Brahui,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
519,brib1243,Bribri,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
520,cahu1264,Cahuilla,,,,,,,,,,,,,,,,,,,,,,,,,,
522,nucl1649,Tsimshian (Coast),,,,,,,,,,,,,,,,,,,,,,,,,,
523,coma1245,Comanche,,,,,,,,,,,,,,,,,,,,,,,,,,
524,jola1263,Diola-Fogny,,,,,,,,,,,,,,,,,,,,,,,,,,
525,ekar1243,Ekari,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
526,epen1239,Epena Pedee,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
527,even1259,Evenki,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
528,garo1247,Garo,,flexible,final,final_or_free,other,other,xxV,,,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
529,anci1244,Hebrew (Biblical),,,,,,,,,,,,,,,,,,,,,,,,,,
530,hunz1247,Hunzib,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
531,nucl1417,Igbo,,,,,,,,,,,,,,,,,,,,,,,,,,
532,arhu1242,Ika,,,,,,,,,,,,,,,,,,,,,,,,,,
533,imba1240,Quechua (Imbabura),,,,,,,,,,,,,,,,,,,,,,,,,,
534,iraq1241,Iraqw,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
535,nucl1305,Kannada,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
536,hamt1247,Kapau,,,,,,,,,,,,,,,,,,,,,,,,,,
538,east2342,Kayah Li (Eastern),AO,rigid,non_final,other,other,medial,AVO,dep-head,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
539,kera1255,Kera,,,,,,,,,,,,,,,,,,,,,,,,,,
540,khas1269,Khasi,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
541,khmu1256,Khmu,,,,,,,,,,,,,,,,,,,,,,,,,,
542,kili1267,Kilivila,,,,,,,,,,,,,,,,,,,,,,,,,,
543,gilb1244,Kiribatese,,,,,,,,,,,,,,,,,,,,,,,,,,
545,bata1293,Koro Batak,,,,,,,,,,,,,,,,,,,,,,,,,,
546,koro1298,Koromfe,,,,,,,,,,,,,,,,,,,,,,,,,,
548,lada1244,Ladakhi,,,,,,,,,,,,,,,,,,,,,,,,,,
549,latv1249,Latvian,,,,,,,,,,,,,,,,,,,,,,,,,,
550,lavu1241,Lavukaleve,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
551,leal1235,Chinantec (Lealao),OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
552,lepc1244,Lepcha,,,,,,,,,,,,,,,,,,,,,,,,,,
553,luva1239,Luvale,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
554,maba1277,Maba,,,,,,,,,,,,,,,,,,,,,,,,,,
555,maka1318,Makah,,,,,,,,,,,,,,,,,,,,,,,,,,
556,mara1386,Maranungku,,,,,,,,,,,,,,,,,,,,,,,,,,
557,nucl1622,Marind,,,,,,,,,,,,,,,,,,,,,,,,,,
558,mund1320,Mundari,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
559,murl1244,Murle,,,,,,,,,,,,,,,,,,,,,,,,,,
561,ngit1239,Ngiti,,,,,,,,,,,,,,,,,,,,,,,,,,
562,chig1238,Nkore-Kiga,,,,,,,,,,,,,,,,,,,,,,,,,,
563,male1292,Passamaquoddy,,,,,,,,,,,,,,,,,,,,,,,,,,
564,rapa1244,Rapanui,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
565,onaa1245,Selknam,OA,rigid,non_final,other,other,medial,OVA,,OA,head-dep,dep-head,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
566,seme1247,Semelai,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
567,ship1254,Shipibo-Konibo,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
568,sout2982,Pomo (Southeastern),,,,,,,,,,,,,,,,,,,,,,,,,,
569,stan1288,Spanish,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
570,east2440,Taba,,,,,,,,,,,,,,,,,,,,,,,,,,
571,cent2194,Tamazight (Ayt Ndhir),AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
572,tete1251,Nahuatl (Tetelcingo),AO,rigid,non_final,other,other,medial,AVO,head-dep,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
573,unaa1239,Una,,,,,,,,,,,,,,,,,,,,,,,,,,
574,urub1250,Urubú-Kaapor,,,,,,,,,,,,,,,,,,,,,,,,,,
575,wamb1258,Wambaya,,,,,,,,,,,,,,,,,,,,,,,,,,
576,wari1268,Wari,OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
577,wich1260,Wichita,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
578,muru1274,Witoto,,,,,,,,,,,,,,,,,,,,,,,,,,
579,kung1261,!Xu,,,,,,,,,,,,,,,,,,,,,,,,,,
580,yidi1250,Yidiny,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
581,zulu1248,Zulu,,,,,,,,,,,,,,,,,,,,,,,,,,
582,abip1241,Abipon,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
583,hebr1245,Hebrew (Modern),,,,,,,,,,,,,,,,,,,,,,,,,,
585,fiji1243,Fijian,OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
595,nort2699,Kolami,,,,,,,,,,,,,,,,,,,,,,,,,,
599,chay1248,Chayahuita,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
600,pemo1248,Pemon,,,,,,,,,,,,,,,,,,,,,,,,,,
603,acol1236,Acholi,,,,,,,,,,,,,,,,,,,,,,,,,,
604,efik1245,Efik,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
605,sout2784,Ngbandi,,,,,,,,,,,,,,,,,,,,,,,,,,
606,naro1249,Nharo,,,,,,,,,,,,,,,,,,,,,,,,,,
608,mari1278,Mari,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
609,port1283,Portuguese,,,,,,,,,,,,,,,,,,,,,,,,,,
610,homs1234,Armenian (Western),,,,,,,,,,,,,,,,,,,,,,,,,,
611,uigh1240,Uighur,,,,,,,,,,,,,,,,,,,,,,,,,,
612,cent2128,Yup’ik (Siberian),mixed,free,mixed,mixed,mixed,mixed,free,,,,,free,,TRUE,FALSE,FALSE,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE
613,stan1306,Malay,,,,,,,,,,,,,,,,,,,,,,,,,,
614,cent1989,Cambodian,,,,,,,,,,,,,,,,,,,,,,,,,,
616,coco1261,Cocopa,,,,,,,,,,,,,,,,,,,,,,,,,,
618,alab1237,Alabama,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
619,huas1242,Huastec,,,,,,,,,,,,,,,,,,,,,,,,,,
620,arao1248,Araona,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
623,mash1270,Piro,,,,,,,,,,,,,,,,,,,,,,,,,,
624,cusc1236,Quechua (Cuzco),,,,,,,,,,,,,,,,,,,,,,,,,,
625,anga1288,Naga (Angami),,,,,,,,,,,,,,,,,,,,,,,,,,
626,kinn1249,Kinnauri,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
627,tibe1272,Rangpas,,,,,,,,,,,,,,,,,,,,,,,,,,
628,byan1241,Byangsi,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
629,chan1310,Chantyal,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
630,lhom1239,Lhomi,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
631,balt1258,Balti,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
632,wayu1241,Hayu,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
633,kash1277,Kashmiri,,,,,,,,,,,,,,,,,,,,,,,,,,
634,saur1249,Malto,,,,,,,,,,,,,,,,,,,,,,,,,,
635,sant1410,Santali,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
636,shin1264,Shina (Eastern),,,,,,,,,,,,,,,,,,,,,,,,,,
637,sout2734,Yamphu,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
638,assa1263,Assamese,,,,,,,,,,,,,,,,,,,,,,,,,,
639,beng1280,Bangla,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
640,newa1246,Newar (Kathmandu),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
641,oriy1255,Oriya,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
642,egyp1253,Arabic (Egyptian),AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
643,sout2778,Kisi,,,,,,,,,,,,,,,,,,,,,,,,,,
644,kari1255,Kiriri (Kipea),OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
645,hata1243,Hatam,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
646,xokl1240,Xokleng,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
648,boro1282,Bororo,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
649,jeri1242,Jeli,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
650,dogo1299,Dogon,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
651,anii1246,//Ani,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
652,kxoe1243,Khoe,,,,,,,,,,,,,,,,,,,,,,,,,,
653,xooo1239,!Xõo,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
654,nisg1240,Nisgha,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
655,gunw1252,Mayali,,,,,,,,,,,,,,,,,,,,,,,,,,
656,koro1312,Korowai,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
658,yany1243,Yanyuwa,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
659,kala1377,Kala Lagaw La,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
660,band1339,Bandjalang,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
661,djee1236,Ndjebbana,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
662,apat1240,Apatani,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
663,drun1238,Drung,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
664,west2420,Kham,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
665,yana1271,Yana,,flexible,non_final,other,initial,other,Vxx,head-dep,,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
666,coah1252,Coahuiltec,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
667,thul1246,Thulung (Mukli),,,,,,,,,,,,,,,,,,,,,,,,,,
668,yecu1235,Totonac (Misantla),,,,,,,,,,,,,,,,,,,,,,,,,,
669,gras1249,Koiari,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
670,turk1303,Khalaj,,,,,,,,,,,,,,,,,,,,,,,,,,
672,jing1260,Jingpho,,,,,,,,,,,,,,,,,,,,,,,,,,
673,enap1235,Panare,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
674,limb1266,Limbu,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
675,kaba1278,Circassian (East),,,,,,,,,,,,,,,,,,,,,,,,,,
676,khor1267,Kurmanjî,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
677,swed1254,Swedish,,,,,,,,,,,,,,,,,,,,,,,,,,
678,bulg1262,Bulgarian,,,,,,,,,,,,,,,,,,,,,,,,,,
679,udmu1245,Udmurt,,,,,,,,,,,,,,,,,,,,,,,,,,
680,mans1258,Mansi,,,,,,,,,,,,,,,,,,,,,,,,,,
681,khan1273,Khanty,,,,,,,,,,,,,,,,,,,,,,,,,,
682,yuca1254,Yucatec,OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
683,roma1327,Romanian,,,,,,,,,,,,,,,,,,,,,,,,,,
685,klam1254,Klamath,,,,,,,,,,,,,,,,,,,,,,,,,,
686,daha1245,Dahalo,,,,,,,,,,,,,,,,,,,,,,,,,,
687,hopi1249,Hopi,,,,,,,,,,,,,,,,,,,,,,,,,,
688,cora1260,Cora,,,,,,,,,,,,,,,,,,,,,,,,,,
689,lowl1265,Rarámuri,,,,,,,,,,,,,,,,,,,,,,,,,,
690,mana1288,Manange,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
691,tibe1272,Tibetan (Lhasa),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
692,nucl1327,Limilngan,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
693,jama1261,Jarawara,,,,,,,,,,,,,,,,,,,,,,,,,,
694,mesk1242,Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
695,cham1318,Chamicuro,,,,,,,,,,,,,,,,,,,,,,,,,,
696,wayu1243,Wayuu,,,,,,,,,,,,,,,,,,,,,,,,,,
697,huau1238,Mazateco (Huautla),,,,,,,,,,,,,,,,,,,,,,,,,,
699,sans1269,Sanskrit,,,,,,,,,,,,,,,,,,,,,,,,,,
700,nort2671,Saami (North),,,,,,,,,,,,,,,,,,,,,,,,,,
701,sout2674,Saami (South),,,,,,,,,,,,,,,,,,,,,,,,,,
702,lule1254,Saami (Lule),,,,,,,,,,,,,,,,,,,,,,,,,,
703,pite1240,Saami (Pite),,,,,,,,,,,,,,,,,,,,,,,,,,
704,umes1235,Saami (Ume),,,,,,,,,,,,,,,,,,,,,,,,,,
705,skol1241,Saami (Skolt),,,,,,,,,,,,,,,,,,,,,,,,,,
706,inar1241,Saami (Inari),,,,,,,,,,,,,,,,,,,,,,,,,,
707,ters1235,Saami (Ter),,,,,,,,,,,,,,,,,,,,,,,,,,
708,akka1237,Saami (Akkala),,,,,,,,,,,,,,,,,,,,,,,,,,
709,kild1236,Saami (Kildin),,,,,,,,,,,,,,,,,,,,,,,,,,
710,faro1244,Faroese,,,,,,,,,,,,,,,,,,,,,,,,,,
711,norw1259,Norwegian (Bokmål),,,,,,,,,,,,,,,,,,,,,,,,,,
712,norw1258,Norwegian (Nynorsk),,,,,,,,,,,,,,,,,,,,,,,,,,
713,fore1265,Enets (Forest),,,,,,,,,,,,,,,,,,,,,,,,,,
714,west2805,Shetland Norn,,,,,,,,,,,,,,,,,,,,,,,,,,
715,scot1245,Scottish Gaelic,,,,,,,,,,,,,,,,,,,,,,,,,,
716,fore1274,Nenets (Forest),,,,,,,,,,,,,,,,,,,,,,,,,,
717,komi1269,Komi (Permyak),,,,,,,,,,,,,,,,,,,,,,,,,,
718,nort2954,Paiute (Northern),,,,,,,,,,,,,,,,,,,,,,,,,,
719,kara1462,Tofa (Karagas),,,,,,,,,,,,,,,,,,,,,,,,,,
720,kyer1238,Tibetan (Kyirong),,,,,,,,,,,,,,,,,,,,,,,,,,
722,nort2722,Qiang (Northern),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
723,kham1282,Tibetan (Dege),,,,,,,,,,,,,,,,,,,,,,,,,,
724,east2347,Tamang (Eastern),,,,,,,,,,,,,,,,,,,,,,,,,,
725,ital1282,Italian,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
726,stan1289,Catalan (Standard),,,,,,,,,,,,,,,,,,,,,,,,,,
727,camp1261,Sardinian,,,,,,,,,,,,,,,,,,,,,,,,,,
728,kaik1246,Kaike,,,,,,,,,,,,,,,,,,,,,,,,,,
729,east2352,Magar,,,,,,,,,,,,,,,,,,,,,,,,,,
730,thak1245,Thakali,,,,,,,,,,,,,,,,,,,,,,,,,,
732,etru1241,Etruscan,,,,,,,,,,,,,,,,,,,,,,,,,,
733,west2205,Tasmanian,,,,,,,,,,,,,,,,,,,,,,,,,,
734,dale1238,Dalska,,,,,,,,,,,,,,,,,,,,,,,,,,
735,raji1240,Raji,,,,,,,,,,,,,,,,,,,,,,,,,,
736,taki1248,Takia,,,,,,,,,,,,,,,,,,,,,,,,,,
737,sali1295,Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,
738,even1260,Even,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,yele1255,Yelî Dnye,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
785,yuhu1238,Máko,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
815,yort1237,Yorta Yorta,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
824,abaz1241,Abaza,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
844,afri1274,Afrikaans,mixed,flexible,mixed,mixed,mixed,mixed,V-2,,AO,,,V=2,FALSE,FALSE,FALSE,TRUE,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE
879,alut1245,Alutor,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
997,guib1246,Bété (Guiberoua),AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
1042,bemb1257,Bemba,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
