LID,Glottocode,Language,HasCase,IsCaseCodedForDefaultPredicates,IsCaseCodedForDitransitivePredicates,IsCaseCodedForOtherPredicates,HasAgreement,IsAgreementCodedForDefaultPredicates,IsAgreementCodedForDitransitivePredicates,IsAgreementCodedForOtherPredicates,IsAgreementMarkersCodedForDefaultPredicates,IsAgreementMarkersCodedForDitransitivePredicates,IsAgreementMarkersCodedForOtherPredicates,PersonNumberCategory
390,ngar1284,Ungarinjin,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,
391,urad1238,Uradhi,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
393,usan1239,Usan,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
393,usan1239,Usan,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl-inanim
393,usan1239,Usan,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
393,usan1239,Usan,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg-inanim
393,usan1239,Usan,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
393,usan1239,Usan,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
393,usan1239,Usan,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl-anim
393,usan1239,Usan,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg-anim
395,vani1248,Vanimo,TRUE,FALSE,,,TRUE,FALSE,,,,,,
397,waor1240,Waorani,TRUE,FALSE,,,TRUE,FALSE,,,,,,
398,wapp1239,Wappo,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
402,ware1253,Warembori,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,
403,wari1266,Waris,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
404,warl1254,Warlpiri,TRUE,TRUE,TRUE,,TRUE,,,,,,,
405,wand1263,Warndarang,TRUE,FALSE,,,TRUE,FALSE,,,,,,
406,wash1253,Washo,TRUE,FALSE,,,TRUE,FALSE,,,,,,
407,wask1241,Waskia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,3pl
407,wask1241,Waskia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,1pl
407,wask1241,Waskia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,2pl
407,wask1241,Waskia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,1sg
407,wask1241,Waskia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,3sg
407,wask1241,Waskia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,2sg
408,west2443,Wemba Wemba,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,
409,wint1259,Wintu,TRUE,TRUE,,,TRUE,FALSE,,,,,,
411,wasc1239,Wishram,TRUE,FALSE,,,TRUE,FALSE,,,,,,
414,yagu1244,Yagua,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,,,,,
415,nini1235,retire_Yali,TRUE,FALSE,,,TRUE,FALSE,,,,,,
416,yank1247,Yankunytjara,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
419,yess1239,Yessan-Mayo,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
420,yima1243,Yimas,TRUE,FALSE,,,TRUE,FALSE,,,,,,
421,yoru1245,Yoruba,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
422,yuch1247,Yuchi,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,,
423,nort2745,Yukagir (Tundra),TRUE,FALSE,FALSE,,TRUE,FALSE,,,,,,
424,gang1267,Yukulta,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,FALSE,
428,yuro1248,Yurok,TRUE,TRUE,,,TRUE,FALSE,,,,,,
429,zuni1245,Zuni,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2pl
429,zuni1245,Zuni,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1pl
429,zuni1245,Zuni,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3pl
429,zuni1245,Zuni,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1sg
429,zuni1245,Zuni,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2sg
429,zuni1245,Zuni,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3sg
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,1sg
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,3sg
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,3pl
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,2pl
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,2sg
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,2du
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,3du
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,1du.incl
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,1du.excl
432,coos1249,Hanis (Coos),TRUE,TRUE,,,TRUE,TRUE,,,,,,1pl
433,gily1242,Nivkh,TRUE,TRUE,,,TRUE,TRUE,,,,,,
434,west2414,Gurung,TRUE,TRUE,,,,,,,,,,
435,iris1253,Irish,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
437,nort2921,Ku Waru,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,
438,maib1239,Maybrat,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
440,naas1242,Nasioi,TRUE,FALSE,,,TRUE,FALSE,,,,,,
441,utes1238,Paiute (Southern),TRUE,FALSE,,,TRUE,FALSE,,,,,,
442,sius1254,Siuslaw (Lower Umpqua),TRUE,FALSE,,,TRUE,FALSE,,,,,,
443,koyr1240,Songhai (Koyra Chiini),TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
444,west2515,Futuna (West),TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
455,cent2127,Yup’ik (Central),,TRUE,,,TRUE,,,,,,,
456,west2369,Persian,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
456,west2369,Persian,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
456,west2369,Persian,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
456,west2369,Persian,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
456,west2369,Persian,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
456,west2369,Persian,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
460,popt1235,Jacaltec,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
460,popt1235,Jacaltec,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
460,popt1235,Jacaltec,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
460,popt1235,Jacaltec,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl
460,popt1235,Jacaltec,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
460,popt1235,Jacaltec,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
463,nucl1310,Burmese,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
465,mari1440,Maricopa,TRUE,TRUE,TRUE,,TRUE,,,,,,,
466,sang1328,Sango,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
466,sang1328,Sango,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
466,sang1328,Sango,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
466,sang1328,Sango,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
466,sang1328,Sango,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
466,sang1328,Sango,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
468,east2773,Newar (Dolakha),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,
469,awac1239,Awa Pit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
471,colo1256,Tsafiki,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,
475,trio1238,Trió,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,
488,veng1238,Babungo,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
492,copa1236,Zoque (Copainalá),TRUE,TRUE,,,TRUE,FALSE,,,,,,
493,bara1380,Barasano,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
497,supy1237,Supyire,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
499,buki1249,Bukiyip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,1sg
499,buki1249,Bukiyip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,1pl
499,buki1249,Bukiyip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,2sg
499,buki1249,Bukiyip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,2pl
499,buki1249,Bukiyip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,3sg
499,buki1249,Bukiyip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,3pl
499,buki1249,Bukiyip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,1du
499,buki1249,Bukiyip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,2du
499,buki1249,Bukiyip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,3du
502,nucl1301,Turkish,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1sg
502,nucl1301,Turkish,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1pl
502,nucl1301,Turkish,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2sg
502,nucl1301,Turkish,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2pl
502,nucl1301,Turkish,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3pl-high
502,nucl1301,Turkish,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3pl-low
502,nucl1301,Turkish,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3sg-high
502,nucl1301,Turkish,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3sg-low
503,yaqu1251,Yaqui,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
511,kala1399,Greenlandic Eskimo (West),TRUE,FALSE,,,TRUE,FALSE,,,,,,
514,cent2142,Aymara,TRUE,TRUE,,,TRUE,FALSE,,,,,,
516,bamb1269,Bambara,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
518,brah1256,Brahui,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1sg
518,brah1256,Brahui,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2sg
518,brah1256,Brahui,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3sg
518,brah1256,Brahui,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1pl
518,brah1256,Brahui,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2pl
518,brah1256,Brahui,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3pl
523,coma1245,Comanche,TRUE,TRUE,TRUE,,,,,,,,,
526,epen1239,Epena Pedee,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
527,even1259,Evenki,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,
528,garo1247,Garo,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
530,hunz1247,Hunzib,TRUE,TRUE,,,TRUE,FALSE,,,,,,
531,nucl1417,Igbo,TRUE,TRUE,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
532,arhu1242,Ika,,FALSE,,,,,,,,,,
535,nucl1305,Kannada,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
540,khas1269,Khasi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
540,khas1269,Khasi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
540,khas1269,Khasi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
540,khas1269,Khasi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
540,khas1269,Khasi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
540,khas1269,Khasi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
546,koro1298,Koromfe,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1du.excl
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.excl
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1du.incl
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.incl
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2du
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3du
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
550,lavu1241,Lavukaleve,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,3sg-anim
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,3sg-inanim
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,3pl-inanim
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,3du-anim
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,3pl-anim
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,3du-inanim
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,1sg
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,2sg
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,1pl
558,mund1320,Mundari,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,2pl
559,murl1244,Murle,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.incl
559,murl1244,Murle,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1sg
559,murl1244,Murle,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.excl
559,murl1244,Murle,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2sg
559,murl1244,Murle,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2pl
559,murl1244,Murle,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3sg
559,murl1244,Murle,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3pl
567,ship1254,Shipibo-Konibo,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,,,
568,sout2982,Pomo (Southeastern),TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
569,stan1288,Spanish,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,
570,east2440,Taba,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,TRUE,,
571,cent2194,Tamazight (Ayt Ndhir),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl
571,cent2194,Tamazight (Ayt Ndhir),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
571,cent2194,Tamazight (Ayt Ndhir),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
571,cent2194,Tamazight (Ayt Ndhir),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
571,cent2194,Tamazight (Ayt Ndhir),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
571,cent2194,Tamazight (Ayt Ndhir),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
572,tete1251,Nahuatl (Tetelcingo),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
572,tete1251,Nahuatl (Tetelcingo),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
572,tete1251,Nahuatl (Tetelcingo),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl
572,tete1251,Nahuatl (Tetelcingo),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
572,tete1251,Nahuatl (Tetelcingo),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
572,tete1251,Nahuatl (Tetelcingo),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
576,wari1268,Wari,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,,,,,
580,yidi1250,Yidiny,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
581,zulu1248,Zulu,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,FALSE,
582,abip1241,Abipon,TRUE,FALSE,,,TRUE,FALSE,,,,,,
608,mari1278,Mari,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,
614,cent1989,Cambodian,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
620,arao1248,Araona,TRUE,FALSE,,,,,,,,,,
629,chan1310,Chantyal,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,3du
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,2du
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,1du.excl
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,1sg
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,1du.incl
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,1pl.excl
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,1pl.incl
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,2sg
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,2pl
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,3pl
632,wayu1241,Hayu,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,3sg
634,saur1249,Malto,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,2pl
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,3sg
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,1pl.incl
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,1pl.excl
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,1sg
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,2sg
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,1du.incl
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,1du.excl
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,2du
635,sant1410,Santali,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,3du
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,2pl
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,1pl.excl
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,1du.excl
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,1sg
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,2du
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,2sg
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,3du
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,1du.incl
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,1pl.incl
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,3pl
637,sout2734,Yamphu,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,,3sg
640,newa1246,Newar (Kathmandu),TRUE,TRUE,,,,,,,,,,
642,egyp1253,Arabic (Egyptian),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
642,egyp1253,Arabic (Egyptian),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
642,egyp1253,Arabic (Egyptian),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
642,egyp1253,Arabic (Egyptian),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl
642,egyp1253,Arabic (Egyptian),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
642,egyp1253,Arabic (Egyptian),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
645,hata1243,Hatam,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,1sg
645,hata1243,Hatam,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,2sg
645,hata1243,Hatam,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,3pl
645,hata1243,Hatam,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,1pl.incl
645,hata1243,Hatam,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,1pl.excl
645,hata1243,Hatam,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,2pl
645,hata1243,Hatam,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,1du
645,hata1243,Hatam,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,3sg
648,boro1282,Bororo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1sg
648,boro1282,Bororo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2sg
648,boro1282,Bororo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1pl.excl
648,boro1282,Bororo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1pl.incl
648,boro1282,Bororo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2pl
648,boro1282,Bororo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3pl
648,boro1282,Bororo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3sg
