LID,Glottocode,Language,SelectorID,MarkerID,SelectorType,SelectorLabel,ReferentialCondition,CoargumentAtr,CoargumentP,PredicateClassID,MarkerSlot,ClauseRankCondition,CategoryCondition,SyntacticDomainCondition,PolarityCondition,SelectedRoles
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-high,,,1,,main,,,,S
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-high,,,2,,main,,,,Atr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-high,,,3,,main,,,,Aditr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-high,,,998,,main,,,,Atr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-high,,,999,,main,,,,Aditr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-low,,,1,,main,,,,S
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-low,,,2,,main,,,,Atr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-low,,,2,,main,,,,P
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-low,,,3,,main,,,,Aditr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-low,,,3,,main,,,,T
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-low,,,3,,main,,,,G
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-low,,,998,,main,,,,Atr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-low,,,999,,main,,,,Aditr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,N-low,,,999,,main,,,,T
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,Pro,,,1,,main,,,,S
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,Pro,,,2,,main,,,,Atr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,Pro,,,2,,main,,,,P
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,Pro,,,3,,main,,,,Aditr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,Pro,,,3,,main,,,,T
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,Pro,,,3,,main,,,,G
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,Pro,,,998,,main,,,,Atr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,Pro,,,999,,main,,,,Aditr
1954,meny1245,Menya,4127,4318,case marker or adposition,NOM case,Pro,,,999,,main,,,,T
1954,meny1245,Menya,4128,4319,case marker or adposition,ACC case,N-high,,,2,,main,,,,P
1954,meny1245,Menya,4128,4319,case marker or adposition,ACC case,N-high,,,3,,main,,,,T
1954,meny1245,Menya,4128,4319,case marker or adposition,ACC case,N-high,,,3,,main,,,,G
1954,meny1245,Menya,4128,4319,case marker or adposition,ACC case,N-high,,,999,,main,,,,T
1954,meny1245,Menya,4544,4319,case marker or adposition,DAT case,N-high,,,998,,main,,,,P
1954,meny1245,Menya,4544,4319,case marker or adposition,DAT case,N-high,,,999,,main,,,,G
1954,meny1245,Menya,4544,4319,case marker or adposition,DAT case,N-low,,,998,,main,,,,P
1954,meny1245,Menya,4544,4319,case marker or adposition,DAT case,N-low,,,999,,main,,,,G
1954,meny1245,Menya,4544,4319,case marker or adposition,DAT case,Pro,,,998,,main,,,,P
1954,meny1245,Menya,4544,4319,case marker or adposition,DAT case,Pro,,,999,,main,,,,G
1961,sout2785,Mbodomo,3230,3418,agreement (grammatical),S/A agreement,,,,1,,main,1961_PST,,,S
1961,sout2785,Mbodomo,3230,3418,agreement (grammatical),S/A agreement,,,,2,,main,1961_PST,,,Atr
1961,sout2785,Mbodomo,1549,3553,case marker or adposition,NOM case,,,,1,,main,,,,S
1961,sout2785,Mbodomo,1549,3553,case marker or adposition,NOM case,,,,2,,main,,,,Atr
1961,sout2785,Mbodomo,1549,3553,case marker or adposition,NOM case,,,,2,,main,,,,P
1964,male1284,Maale,1627,4426,case marker or adposition,NOM case,N-def,,,1,,,,,,S
1964,male1284,Maale,1627,4426,case marker or adposition,NOM case,N-def,,,2,,,,,,Atr
1964,male1284,Maale,1627,4426,case marker or adposition,NOM case,N-def,,,3,,,,,,Aditr
1964,male1284,Maale,1627,4426,case marker or adposition,NOM case,Pro,,,1,,,,,,S
1964,male1284,Maale,1627,4426,case marker or adposition,NOM case,Pro,,,2,,,,,,Atr
1964,male1284,Maale,1627,4426,case marker or adposition,NOM case,Pro,,,3,,,,,,Aditr
1964,male1284,Maale,1628,4427,case marker or adposition,ACC case,N-def,,,2,,,,,,P
1964,male1284,Maale,1628,4427,case marker or adposition,ACC case,N-def,,,3,,,,,,T
1964,male1284,Maale,1628,4427,case marker or adposition,ACC case,Pro,,,2,,,,,,P
1964,male1284,Maale,1628,4427,case marker or adposition,ACC case,Pro,,,3,,,,,,T
1964,male1284,Maale,4275,4428,case marker or adposition,DAT case,N-def,,,3,,,,,,G
1964,male1284,Maale,4275,4428,case marker or adposition,DAT case,N-indef,,,3,,,,,,G
1964,male1284,Maale,4275,4428,case marker or adposition,DAT case,Pro,,,3,,,,,,G
1964,male1284,Maale,4381,4541,case marker or adposition,ABS case,N-indef,,,1,,,,,,S
1964,male1284,Maale,4381,4541,case marker or adposition,ABS case,N-indef,,,2,,,,,,Atr
1964,male1284,Maale,4381,4541,case marker or adposition,ABS case,N-indef,,,2,,,,,,P
1964,male1284,Maale,4381,4541,case marker or adposition,ABS case,N-indef,,,3,,,,,,Aditr
1964,male1284,Maale,4381,4541,case marker or adposition,ABS case,N-indef,,,3,,,,,,T
1973,meno1252,Menomini,2909,4204,agreement (grammatical),agreement,,,,1,,main,1973_INDEP,,,S
1973,meno1252,Menomini,2909,4204,agreement (grammatical),agreement,,,,2,,main,1973_INDEP,,,Atr
1973,meno1252,Menomini,2909,4204,agreement (grammatical),agreement,,,,2,,main,1973_INDEP,,,P
1988,madi1260,Ma'di,5175,5328,agreement (grammatical),S/A agreement,,,,1,,main,,,,S
1988,madi1260,Ma'di,5175,5328,agreement (grammatical),S/A agreement,,,,2,,main,,,,Atr
1988,madi1260,Ma'di,1665,2283,case marker or adposition,NOM case,,,,1,,main,,,,S
1988,madi1260,Ma'di,1665,2283,case marker or adposition,NOM case,,,,2,,main,,,,Atr
1988,madi1260,Ma'di,1665,2283,case marker or adposition,NOM case,,,,2,,main,,,,P
1989,madu1247,Madurese,2743,3064,case marker or adposition,NOM case,,,,1,,,,,,S
1989,madu1247,Madurese,2743,3064,case marker or adposition,NOM case,,,,2,,,,,,Atr
1989,madu1247,Madurese,2743,3064,case marker or adposition,NOM case,,,,2,,,,,,P
1989,madu1247,Madurese,2743,3064,case marker or adposition,NOM case,,,,3,,,,,,Aditr
1989,madu1247,Madurese,2743,3064,case marker or adposition,NOM case,,,,3,,,,,,T
1989,madu1247,Madurese,2743,3064,case marker or adposition,NOM case,,,,694,,,,,,Atr
1989,madu1247,Madurese,2743,3064,case marker or adposition,NOM case,,,,695,,,,,,Atr
1989,madu1247,Madurese,2743,3064,case marker or adposition,NOM case,,,,696,,,,,,Aditr
1989,madu1247,Madurese,2743,3064,case marker or adposition,NOM case,,,,696,,,,,,G
1989,madu1247,Madurese,2744,3065,case marker or adposition,DAT case,,,,3,,,,,,G
1989,madu1247,Madurese,2744,3065,case marker or adposition,DAT case,,,,694,,,,,,P
1989,madu1247,Madurese,2745,3066,case marker or adposition,INS case,,,,695,,,,,,P
1989,madu1247,Madurese,2745,3066,case marker or adposition,INS case,,,,696,,,,,,T
1991,moss1236,Moré,3466,3593,case marker or adposition,NOM case,,,,1,,main,,,,S
1991,moss1236,Moré,3466,3593,case marker or adposition,NOM case,,,,2,,main,,,,Atr
1991,moss1236,Moré,3466,3593,case marker or adposition,NOM case,,,,2,,main,,,,P
1999,miam1252,Illinois,2910,4203,agreement (grammatical),agreement,,,,1,,main,,,,S
1999,miam1252,Illinois,2910,4203,agreement (grammatical),agreement,,,,2,,main,,,,Atr
1999,miam1252,Illinois,2910,4203,agreement (grammatical),agreement,,,,2,,main,,,,P
1999,miam1252,Illinois,2378,2751,case marker or adposition,PROX case,N-highest,,,1,,main,,,,S
1999,miam1252,Illinois,2378,2751,case marker or adposition,PROX case,N-highest,,,2,,main,,,,Atr
1999,miam1252,Illinois,2378,2751,case marker or adposition,PROX case,N-highest,,,2,,main,,,,P
1999,miam1252,Illinois,2378,2751,case marker or adposition,PROX case,Pro,,,1,,main,,,,S
1999,miam1252,Illinois,2378,2751,case marker or adposition,PROX case,Pro,,,2,,main,,,,Atr
1999,miam1252,Illinois,2378,2751,case marker or adposition,PROX case,Pro,,,2,,main,,,,P
1999,miam1252,Illinois,2380,2754,case marker or adposition,OBV case,N-non-highest,,,1,,main,,,,S
1999,miam1252,Illinois,2380,2754,case marker or adposition,OBV case,N-non-highest,,,2,,main,,,,Atr
1999,miam1252,Illinois,2380,2754,case marker or adposition,OBV case,N-non-highest,,,2,,main,,,,P
2001,mikm1235,Micmac,2911,4202,agreement (grammatical),agreement,,,,1,,main,2001_INDEP.IND,,,S
2001,mikm1235,Micmac,2911,4202,agreement (grammatical),agreement,,,,2,,main,2001_INDEP.IND,,,Atr
2001,mikm1235,Micmac,2911,4202,agreement (grammatical),agreement,,,,2,,main,2001_INDEP.IND,,,P
2007,mika1239,Mikasuki,1981,,case marker or adposition,NOM case,,,,1,,main,,,,S
2007,mika1239,Mikasuki,1981,,case marker or adposition,NOM case,,,,2,,main,,,,Atr
2007,mika1239,Mikasuki,1982,,case marker or adposition,ACC case,,,,2,,main,,,,P
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-high,,,1,,main,,,,S
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-high,,,2,,main,,,,Atr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-high,,,3,,main,,,,Aditr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-high,,,223,,main,,,,Atr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-high,,,224,,main,,,,Atr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-high,,,225,,main,,,,P
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-low,,,1,,main,,,,S
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-low,,,2,,main,,,,Atr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-low,,,2,,main,,,,P
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-low,,,3,,main,,,,Aditr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-low,,,3,,main,,,,T
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-low,,,223,,main,,,,Atr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-low,,,224,,main,,,,Atr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,N-low,,,225,,main,,,,P
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,Pro,,,1,,main,,,,S
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,Pro,,,2,,main,,,,Atr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,Pro,,,3,,main,,,,Aditr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,Pro,,,223,,main,,,,Atr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,Pro,,,224,,main,,,,Atr
2016,tuuu1240,Mangghuer,1527,2186,case marker or adposition,NOM case,Pro,,,225,,main,,,,P
2016,tuuu1240,Mangghuer,1528,2187,case marker or adposition,ACC case,N-high,,,2,,main,,,,P
2016,tuuu1240,Mangghuer,1528,2187,case marker or adposition,ACC case,N-high,,,3,,main,,,,T
2016,tuuu1240,Mangghuer,1528,2187,case marker or adposition,ACC case,Pro,,,2,,main,,,,P
2016,tuuu1240,Mangghuer,1528,2187,case marker or adposition,ACC case,Pro,,,3,,main,,,,T
2016,tuuu1240,Mangghuer,1529,2188,case marker or adposition,DAT case,N-high,,,3,,main,,,,G
2016,tuuu1240,Mangghuer,1529,2188,case marker or adposition,DAT case,N-high,,,223,,main,,,,P
2016,tuuu1240,Mangghuer,1529,2188,case marker or adposition,DAT case,N-high,,,225,,main,,,,Atr
2016,tuuu1240,Mangghuer,1529,2188,case marker or adposition,DAT case,N-low,,,3,,main,,,,G
2016,tuuu1240,Mangghuer,1529,2188,case marker or adposition,DAT case,N-low,,,223,,main,,,,P
2016,tuuu1240,Mangghuer,1529,2188,case marker or adposition,DAT case,N-low,,,225,,main,,,,Atr
2016,tuuu1240,Mangghuer,1529,2188,case marker or adposition,DAT case,Pro,,,3,,main,,,,G
2016,tuuu1240,Mangghuer,1529,2188,case marker or adposition,DAT case,Pro,,,223,,main,,,,P
2016,tuuu1240,Mangghuer,1529,2188,case marker or adposition,DAT case,Pro,,,225,,main,,,,Atr
2016,tuuu1240,Mangghuer,1530,2189,case marker or adposition,ABL case,N-high,,,224,,main,,,,P
2016,tuuu1240,Mangghuer,1530,2189,case marker or adposition,ABL case,N-low,,,224,,main,,,,P
2016,tuuu1240,Mangghuer,1530,2189,case marker or adposition,ABL case,Pro,,,224,,main,,,,P
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,N,,,1,,,,,,S
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,N,,,2,,,,,,Atr
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,N,,,2,,,,,,P
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,N,,,3,,,,,,Aditr
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,N,,,3,,,,,,T
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,N,,,3,,,,,,G
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,N,,,639,,,,,,Atr
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,N,,,640,,,,,,Aditr
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,N,,,640,,,,,,T
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,Pro,,,1,,,,,,S
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,Pro,,,2,,,,,,Atr
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,Pro,,,3,,,,,,Aditr
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,Pro,,,639,,,,,,Atr
2023,miya1266,Miya,2487,2826,case marker or adposition,NOM case,Pro,,,640,,,,,,Aditr
2023,miya1266,Miya,2488,2827,case marker or adposition,ACC case,Pro,,,2,,,,,,P
2023,miya1266,Miya,2488,2827,case marker or adposition,ACC case,Pro,,,3,,,,,,T
2023,miya1266,Miya,2488,2827,case marker or adposition,ACC case,Pro,,,3,,,,,,G
2023,miya1266,Miya,2488,2827,case marker or adposition,ACC case,Pro,,,640,,,,,,T
2023,miya1266,Miya,2489,2828,case marker or adposition,LOC case,N,,,639,,,,,,P
2023,miya1266,Miya,2489,2828,case marker or adposition,LOC case,N,,,640,,,,,,G
2023,miya1266,Miya,2489,2828,case marker or adposition,LOC case,Pro,,,639,,,,,,P
2023,miya1266,Miya,2489,2828,case marker or adposition,LOC case,Pro,,,640,,,,,,G
2028,mana1298,Manambu,4362,4522,agreement (grammatical),S/A P/G/T agreement,,,,1,,,,,AFF,S
2028,mana1298,Manambu,4362,4522,agreement (grammatical),S/A P/G/T agreement,,,,2,,,,,AFF,Atr
2028,mana1298,Manambu,4362,4522,agreement (grammatical),S/A P/G/T agreement,,,,2,,,,,AFF,P
2028,mana1298,Manambu,4362,4522,agreement (grammatical),S/A P/G/T agreement,,,,3,,,,,AFF,Aditr
2028,mana1298,Manambu,4362,4522,agreement (grammatical),S/A P/G/T agreement,,,,3,,,,,AFF,T
2028,mana1298,Manambu,4362,4522,agreement (grammatical),S/A P/G/T agreement,,,,3,,,,,AFF,G
2028,mana1298,Manambu,4364,4523,agreement (marker),-wun 1sg S/P/T/G agreement,1sg,,,1,1,main,,,AFF,S
2028,mana1298,Manambu,4364,4523,agreement (marker),-wun 1sg S/P/T/G agreement,1sg,,,2,1,main,,,AFF,P
2028,mana1298,Manambu,4364,4523,agreement (marker),-wun 1sg S/P/T/G agreement,1sg,,,3,1,main,,,AFF,T
2028,mana1298,Manambu,4364,4523,agreement (marker),-wun 1sg S/P/T/G agreement,1sg,,,3,1,main,,,AFF,G
2028,mana1298,Manambu,4365,4524,agreement (marker),-ñǝn 2sg S/P/T/G agreement,2sg,,,1,1,main,,,AFF,S
2028,mana1298,Manambu,4365,4524,agreement (marker),-ñǝn 2sg S/P/T/G agreement,2sg,,,2,1,main,,,AFF,P
2028,mana1298,Manambu,4365,4524,agreement (marker),-ñǝn 2sg S/P/T/G agreement,2sg,,,3,1,main,,,AFF,T
2028,mana1298,Manambu,4365,4524,agreement (marker),-ñǝn 2sg S/P/T/G agreement,2sg,,,3,1,main,,,AFF,G
2028,mana1298,Manambu,4366,4525,agreement (marker),-d/-l 3sg S/P/T/G agreement,3sg-high,,,1,1,main,,,AFF,S
2028,mana1298,Manambu,4366,4525,agreement (marker),-d/-l 3sg S/P/T/G agreement,3sg-high,,,2,1,main,,,AFF,P
2028,mana1298,Manambu,4366,4525,agreement (marker),-d/-l 3sg S/P/T/G agreement,3sg-high,,,3,1,main,,,AFF,T
2028,mana1298,Manambu,4366,4525,agreement (marker),-d/-l 3sg S/P/T/G agreement,3sg-high,,,3,1,main,,,AFF,G
2028,mana1298,Manambu,4367,4526,agreement (marker),-di 3pl S/P/T/G agreement,3pl-high,,,1,1,main,,,AFF,S
2028,mana1298,Manambu,4367,4526,agreement (marker),-di 3pl S/P/T/G agreement,3pl-high,,,2,1,main,,,AFF,P
2028,mana1298,Manambu,4367,4526,agreement (marker),-di 3pl S/P/T/G agreement,3pl-high,,,3,1,main,,,AFF,T
2028,mana1298,Manambu,4367,4526,agreement (marker),-di 3pl S/P/T/G agreement,3pl-high,,,3,1,main,,,AFF,G
2028,mana1298,Manambu,4368,4527,agreement (marker),--bǝr 3du S/P/T/G agreement,3du-high,,,1,1,main,,,AFF,S
2028,mana1298,Manambu,4368,4527,agreement (marker),--bǝr 3du S/P/T/G agreement,3du-high,,,2,1,main,,,AFF,P
2028,mana1298,Manambu,4368,4527,agreement (marker),--bǝr 3du S/P/T/G agreement,3du-high,,,3,1,main,,,AFF,T
2028,mana1298,Manambu,4368,4527,agreement (marker),--bǝr 3du S/P/T/G agreement,3du-high,,,3,1,main,,,AFF,G
2028,mana1298,Manambu,4369,4528,agreement (marker),--bǝr-an 1du S/P/T/G agreement,1du,,,1,1,main,,,AFF,S
2028,mana1298,Manambu,4369,4528,agreement (marker),--bǝr-an 1du S/P/T/G agreement,1du,,,2,1,main,,,AFF,P
2028,mana1298,Manambu,4369,4528,agreement (marker),--bǝr-an 1du S/P/T/G agreement,1du,,,3,1,main,,,AFF,T
2028,mana1298,Manambu,4369,4528,agreement (marker),--bǝr-an 1du S/P/T/G agreement,1du,,,3,1,main,,,AFF,G
2028,mana1298,Manambu,4370,4529,agreement (marker),--bǝr-bǝr 2du S/P/T/G agreement,2du,,,1,1,main,,,AFF,S
2028,mana1298,Manambu,4370,4529,agreement (marker),--bǝr-bǝr 2du S/P/T/G agreement,2du,,,2,1,main,,,AFF,P
2028,mana1298,Manambu,4370,4529,agreement (marker),--bǝr-bǝr 2du S/P/T/G agreement,2du,,,3,1,main,,,AFF,T
2028,mana1298,Manambu,4370,4529,agreement (marker),--bǝr-bǝr 2du S/P/T/G agreement,2du,,,3,1,main,,,AFF,G
2028,mana1298,Manambu,4371,4530,agreement (marker),-di-an 1pl S/P/T/G agreement,1pl,,,1,1,main,,,AFF,S
2028,mana1298,Manambu,4371,4530,agreement (marker),-di-an 1pl S/P/T/G agreement,1pl,,,2,1,main,,,AFF,P
2028,mana1298,Manambu,4371,4530,agreement (marker),-di-an 1pl S/P/T/G agreement,1pl,,,3,1,main,,,AFF,T
2028,mana1298,Manambu,4371,4530,agreement (marker),-di-an 1pl S/P/T/G agreement,1pl,,,3,1,main,,,AFF,G
2028,mana1298,Manambu,4372,4531,agreement (marker),-di-gur  2pl S/P/T/G agreement,2pl,,,1,1,main,,,AFF,S
2028,mana1298,Manambu,4372,4531,agreement (marker),-di-gur  2pl S/P/T/G agreement,2pl,,,2,1,main,,,AFF,P
2028,mana1298,Manambu,4372,4531,agreement (marker),-di-gur  2pl S/P/T/G agreement,2pl,,,3,1,main,,,AFF,T
2028,mana1298,Manambu,4372,4531,agreement (marker),-di-gur  2pl S/P/T/G agreement,2pl,,,3,1,main,,,AFF,G
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-high,,,1,,main,,,,S
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-high,,,2,,main,,,,Atr
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-high,,,3,,main,,,,Aditr
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-high,,,983,,main,,,,Atr
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-low,,,1,,main,,,,S
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-low,,,2,,main,,,,Atr
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-low,,,2,,main,,,,P
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-low,,,3,,main,,,,Aditr
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-low,,,3,,main,,,,T
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,N-low,,,983,,main,,,,Atr
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,Pro,,,1,,main,,,,S
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,Pro,,,2,,main,,,,Atr
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,Pro,,,3,,main,,,,Aditr
2028,mana1298,Manambu,4117,4314,case marker or adposition,NOM case,Pro,,,983,,main,,,,Atr
2028,mana1298,Manambu,4118,4315,case marker or adposition,ACC case,N-high,,,2,,main,,,,P
2028,mana1298,Manambu,4118,4315,case marker or adposition,ACC case,N-high,,,3,,main,,,,T
2028,mana1298,Manambu,4118,4315,case marker or adposition,ACC case,Pro,,,2,,main,,,,P
2028,mana1298,Manambu,4118,4315,case marker or adposition,ACC case,Pro,,,3,,main,,,,T
2028,mana1298,Manambu,4163,4352,case marker or adposition,DAT case,N-high,,,3,,main,,,,G
2028,mana1298,Manambu,4163,4352,case marker or adposition,DAT case,N-high,,,983,,main,,,,P
2028,mana1298,Manambu,4163,4352,case marker or adposition,DAT case,N-low,,,3,,main,,,,G
2028,mana1298,Manambu,4163,4352,case marker or adposition,DAT case,N-low,,,983,,main,,,,P
2028,mana1298,Manambu,4163,4352,case marker or adposition,DAT case,Pro,,,3,,main,,,,G
2028,mana1298,Manambu,4163,4352,case marker or adposition,DAT case,Pro,,,983,,main,,,,P
2029,mogh1245,Moghol,3866,3575,agreement (grammatical),S/A agreement,,,,1,,main,791_NAR,,,S
2029,mogh1245,Moghol,3866,3575,agreement (grammatical),S/A agreement,,,,1,,main,791_NNAR,,,S
2029,mogh1245,Moghol,3866,3575,agreement (grammatical),S/A agreement,,,,2,,main,791_NAR,,,Atr
2029,mogh1245,Moghol,3866,3575,agreement (grammatical),S/A agreement,,,,2,,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3417,3987,agreement (marker),-bi '1s' NNAR S/A agreement,1sg,,,1,2NNAR,main,791_NNAR,,,S
2029,mogh1245,Moghol,3417,3987,agreement (marker),-bi '1s' NNAR S/A agreement,1sg,,,2,2NNAR,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3418,3988,agreement (marker),-ci '2s' NNAR S/A agreement,2sg,,,1,2NNAR,main,791_NNAR,,,S
2029,mogh1245,Moghol,3418,3988,agreement (marker),-ci '2s' NNAR S/A agreement,2sg,,,2,2NNAR,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3419,3989,agreement (marker),-h '3s' S/A agreement,3sg,,,1,2NNAR,main,791_NNAR,,,S
2029,mogh1245,Moghol,3419,3989,agreement (marker),-h '3s' S/A agreement,3sg,,,2,2NNAR,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3420,3990,agreement (marker),-(b)dah '1d/pl' NNAR S/A agreement,1du,,,1,2NNAR,main,791_NNAR,,,S
2029,mogh1245,Moghol,3420,3990,agreement (marker),-(b)dah '1d/pl' NNAR S/A agreement,1du,,,2,2NNAR,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3420,3990,agreement (marker),-(b)dah '1d/pl' NNAR S/A agreement,1pl,,,1,2NNAR,main,791_NNAR,,,S
2029,mogh1245,Moghol,3420,3990,agreement (marker),-(b)dah '1d/pl' NNAR S/A agreement,1pl,,,2,2NNAR,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3421,3991,agreement (marker),-ta '2d' NNAR S/A agreement,2du,,,1,2NNAR,main,791_NNAR,,,S
2029,mogh1245,Moghol,3421,3991,agreement (marker),-ta '2d' NNAR S/A agreement,2du,,,2,2NNAR,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3422,3992,agreement (marker),-nåd '3d' NNAR S/A agreement,3du,,,1,2NNAR,main,791_NNAR,,,S
2029,mogh1245,Moghol,3422,3992,agreement (marker),-nåd '3d' NNAR S/A agreement,3du,,,2,2NNAR,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3424,3993,agreement (marker),-tu '2p' NNAR S/A agreement,2pl,,,1,2NNAR,main,791_NNAR,,,S
2029,mogh1245,Moghol,3424,3993,agreement (marker),-tu '2p' NNAR S/A agreement,2pl,,,2,2NNAR,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3425,3994,agreement (marker),-nud '3p' NNAR S/A agreement,3pl,,,1,2NNAR,main,791_NNAR,,,S
2029,mogh1245,Moghol,3425,3994,agreement (marker),-nud '3p' NNAR S/A agreement,3pl,,,2,2NNAR,main,791_NNAR,,,Atr
2029,mogh1245,Moghol,3845,3995,agreement (marker),-bi '1s' NAR S/A agreement,1sg,,,1,2NAR,main,791_NAR,,,S
2029,mogh1245,Moghol,3845,3995,agreement (marker),-bi '1s' NAR S/A agreement,1sg,,,2,2NAR,main,791_NAR,,,Atr
2029,mogh1245,Moghol,3846,3996,agreement (marker),-ci '2s' NAR S/A agreement,2sg,,,1,2NAR,main,791_NAR,,,S
2029,mogh1245,Moghol,3846,3996,agreement (marker),-ci '2s' NAR S/A agreement,2sg,,,2,2NAR,main,791_NAR,,,Atr
2029,mogh1245,Moghol,3847,3997,agreement (marker),-(b)dah '1d' NAR S/A agreement,1du,,,1,2NAR,main,791_NAR,,,S
2029,mogh1245,Moghol,3847,3997,agreement (marker),-(b)dah '1d' NAR S/A agreement,1du,,,2,2NAR,main,791_NAR,,,Atr
2029,mogh1245,Moghol,3847,3997,agreement (marker),-(b)dah '1d' NAR S/A agreement,1pl,,,1,2NAR,main,791_NAR,,,S
2029,mogh1245,Moghol,3847,3997,agreement (marker),-(b)dah '1d' NAR S/A agreement,1pl,,,2,2NAR,main,791_NAR,,,Atr
2029,mogh1245,Moghol,3848,3998,agreement (marker),-tå '2d' NAR S/A agreement,2du,,,1,2NAR,main,791_NAR,,,S
2029,mogh1245,Moghol,3848,3998,agreement (marker),-tå '2d' NAR S/A agreement,2du,,,2,2NAR,main,791_NAR,,,Atr
2029,mogh1245,Moghol,3849,3999,agreement (marker),-nad '3d' NAR S/A agreement,3du,,,1,2NAR,main,791_NAR,,,S
2029,mogh1245,Moghol,3849,3999,agreement (marker),-nad '3d' NAR S/A agreement,3du,,,2,2NAR,main,791_NAR,,,Atr
