ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Source,LanguageAlternativeNames,Stock,StockAlternativeName,MacroQuasiStock,QuasiStock,MajorBranch,SubBranch,SubSubBranch,LowestSubBranch,Genesis,LocalRegion,IsNearProtoHomeland,Modality,Subsistence,OriginContinent,Continent,Area,Macrocontinent
3023,Wagawaga,,-10.3,150.5,waga1268,wgb,,"Wagawaga, Waga-Waga, Baeaula, Gamadoudou, Gibara, Kilakilana, Nuclear Wagawaga",Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip,,,,,,Eurasia,NG and Oceania,S New Guinea,Pacific
3024,Catalan (Balearic),,39.34,2.39,stan1289,cat,,"Balearic Catalan, Balear, Insular Catalan, Mallorqui, Menorqui, Eivissenc",Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
3026,Bandial,,12.39,-16.21,band1340,bqj,,"Bandial, Banjaal, Eegima, Eegimaa",North Atlantic,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3027,Blablanga,,-8.08,159.35,blab1237,blp,,"Blablanga, Blanga, Gema, Goi",Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso-Melanesian linkage,,,,,,Eurasia,NG and Oceania,Oceania,Pacific
3028,Otomi (Tilapa),,19.18,-99.41,tila1239,otl,,Otomi (Tilapa),Otomanguean,,,,Otomian,,,,,,,,,North America,C America,Mesoamerica,Americas
3030,Berinomo,,-4.33,142.42,beri1253,bit,,"Berinomo, Berinmo, Bitara, Kagiru",Sepik,,,,Sepik Hill,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3031,Bullom So,,8.66,-13.23,bull1247,buy,,"Bolom, Bulem, Bullin, Bullun, Mandenyi, Mandingi, Mmani, Northern Bullom, Mani, Bullom So, Kafu",South Atlantic,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3032,Atong,,25.32,90.7,aton1241,aot,,"Atong, A'tong",Sino-Tibetan,,,,Brahmaputran (Sal),"Bodo-Koch (Barish, Bodo-Garo)",,,,,,,,Eurasia,S/SE Asia,Indic,Eurasia
3033,Makasae,,-8.47,126.47,maka1316,mkz,,"Makasae, Makassai, Macassai, Ma'asae, Makasai, Maklere, Makasai, Makalero",Timor-Alor-Pantar,,,,Timor-Kisar,,,,,,,,,Pacific,NG and Oceania,Oceania,Pacific
3034,Makalero,,-8.68,126.89,maka1316,mkz,,"Makalero, Makasae",Timor-Alor-Pantar,,,,Timor-Kisar,,,,,,,,,Pacific,NG and Oceania,Oceania,Pacific
3037,Miao (Eastern Qiandong),,26.68,109.12,east2370,hmq,,"Miao, Eastern Qiandong, Black Miao, Central Miao, Chientung Miao, Eastern East-Guizhou Miao, Eastern Hmu, Hei Miao, Hmu",Miao-Yao,Hmong-Mien,,,,,,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
3038,Efate (South),,-17.77,168.4,sout2856,erk,,"Erakor, Fate, Southern Efate, South Efate",Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,North Vanuatu Linkage,,,,,,Eurasia,NG and Oceania,Oceania,Pacific
3039,Ghomara,,35.1,-5.27,ghom1257,gho,,Ghomara,Berber,,,Afroasiatic,,,,Berber,,,,,,Africa,Africa,N Africa,Africa
3040,Tamashek (Mali),,16.77,-3.01,tama1365,taq,,"Tamashek, Kidal, Kidal Tamasheq, Tamashekin, Timbuktu, Tomacheck, Tuareg",Berber,,,Afroasiatic,,,,Berber,,,,,not hg,Africa,Africa,African Savannah,Africa
3041,Waja,,10.29,10.97,waja1259,wja,,"Waja, Nyan Wiyau, Wiyaa, Wuya, Deruwo (Wajan Dutse)",Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3042,Tamashek (Burkin Faso),,14.46,-0.47,tama1365,taq,,"Tamashek (Burkin Faso), Kidal, Kidal Tamasheq, Tadhaq (Kidal), Tadraq",Berber,,,Afroasiatic,,,,Berber,,,,,not hg,Africa,Africa,African Savannah,Africa
3044,Gurage (Sebat Bet),,8.03,38.03,seba1251,sgw,,"Sebat Bet Gurage, Central West Gurage, Gouraghie, Guragie, Gurague, West Gurage",Semitic,,,Afroasiatic,West Semitic,Southern (West Semitic),Ethiopean,,,,,,,Africa,Africa,Greater Abyssinia,Africa
3045,Aja (Benin),,6.94,1.67,ajab1235,ajg,,"Aja (Benin), Adja, Ajagbe, Hwè",Kwa,,Niger-Kordofanian,Niger-Congo,Gbe,,,,,,,,,Africa,Africa,African Savannah,Africa
3046,Dangme,,5.76,0.63,adan1247,ada,,"Dangme, Adangme, Ada, Ningo, Osu, Shai, Gbugbla, Krobo",Kwa,,Niger-Kordofanian,Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3047,Hlai,,18.8,110.38,hlai1239,lic,,"Hlai, Bli, Dai, Day, Dli, Klai, La, Lai, Le, Li, Loi, Slai",Tai-Kadai,,,,,,,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
3049,Zapotec (San Baltazar Loxicha),,16.07,-96.79,sanb1241,zpx,,"Northwestern Pochutla Zapotec, San Baltázar Loxicha Zapotec, Zapoteco de San Baltázar Loxicha",Otomanguean,,,,Zapotecan,,,,,,,,,North America,C America,Mesoamerica,Americas
3050,Kutep,,7.18,10.15,kute1248,kub,,"Kutep, Ati, Jompre, Kuteb, Kutev, Mbarike, Zumper",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Jukunoid,,,,,,,,,Africa,Africa,African Savannah,Africa
3051,Kilmeri,,-2.92,141.29,kilm1241,kih,,"Kilmeri, Kilmera",Border,,,,,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3052,Akoye,,-7.66,145.66,akoy1238,miw,,"Akoye, Akoinkake, Akoyi, Angoya, Lohiki, Mai-Hea-Ri, Maihiri, Obi",Angan,,,,,,,,,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
3053,Tainae,,-7.4,145.68,tain1253,ago,,"Tainae, Ivori",Angan,,,,,,,,,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
3054,Zia,,-7.96,147.58,ziaa1250,zia,,"Zia, Lower Waria, Tsia, Ziya",Greater Binanderean,,Trans New Guinea,,Binanderean,North Binanderean,,,,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
3055,Ewage-Notu,,-8.69,148.4,ewag1241,nou,,"Ewage, Notu",Greater Binanderean,,Trans New Guinea,,Binanderean,Nuclear Binanderean,,,,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
3058,Ese,,-9.09,148.38,esee1247,mcq,,"Ese, Managalasi, Managulasi",Koiarian,,Trans New Guinea,Southeast Papuan,Baraic,,,,,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
3059,Melpa,,-5.62,144.34,melp1238,med,,"Melpa, Hagen, Medlpa",Chimbu-Wahgi,,Trans New Guinea,East New Guinea Highlands,Hagen,,,,,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
3060,Nii,,-5.76,144.52,niii1240,nii,,"Nii, Ek Nii",Chimbu-Wahgi,,Trans New Guinea,East New Guinea Highlands,Wahgi,,,,,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
3061,Imbongu,,-6.13,144.03,imbo1238,imo,,"Imbongu, Au, Aua, Awa, Ibo Ugu, Imbo Ungo, Imbo Ungu, Imbonggo",Chimbu-Wahgi,,Trans New Guinea,East New Guinea Highlands,Hagen,,,,,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
3062,Iyo,,-5.84,146.09,iyoo1238,nca,,"Iyo, Bure, Nabu, Naho, Nahu, Ndo",Finisterre-Huon,,Trans New Guinea,,Finisterre,Gusap-Mot,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3063,Awara,,-6.17,146.37,awar1248,awx,,Awara,Finisterre-Huon,,Trans New Guinea,,Finisterre,Wantoat,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3064,Numanggang,,-6.39,146.72,numa1254,nop,,"Numanggang, Boana, Kai, Manggang, Ngain, Numangan, Numangang, Sugu",Finisterre-Huon,,Trans New Guinea,,Finisterre,Erap,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3065,Borong,,-6.57,147.51,boro1279,ksr,,"Kosorong, Naama, Borong",Finisterre-Huon,,Trans New Guinea,,Huon,Eastern Huon,,,,,true,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3068,Emerillon,,3.24,-52.37,emer1243,eme,,"Emerillon, Emereñon, Emerilon, Melejo, Mereo, Mereyo, Teco",Tupian,,,,Tupi-Guaraní,,,,,,,,,South America,S America,NE South America,Americas
3069,Ojibwa (Central),,46.57,-84.15,cent2136,ojc,,"Ojibwa (Central), Central Ojibwe, Ojibway, Ojibwe",Algic,,,,Algonquian,,,,,,,,hg,North America,E N America,E North America,Americas
3070,Mufian,,-3.58,142.96,mufi1238,aoj,,"Mufian, Muhian, Muhiang, Southern Arapesh",Torricelli,,,Torricelli-Lower Sepik,Kombio,Arapesh,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3072,Kombio,,-3.48,142.69,komb1272,xbi,,"Kombio, Endangen",Torricelli,,,Torricelli-Lower Sepik,Kombio,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3075,Kamasau,,-3.85,142.84,kama1367,kms,,"Kamasau, Wand Tuan",Torricelli,,,Torricelli-Lower Sepik,Marienberg,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3076,Baruga,,-9.4,148.77,baru1269,bjz,,"Baruga, Bareji, Baruga, Mado, Tafota Baruga",Greater Binanderean,,Trans New Guinea,,Binanderean,Nuclear Binanderean,,,,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
3077,Timbe,,-6.09,147.08,timb1251,tim,,Timbe,Finisterre-Huon,,Trans New Guinea,,Huon,Western Huon,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3078,Kanite,,-6.39,145.56,kani1286,kmu,,Kanite,Eastern Highlands,,Trans New Guinea,East New Guinea Highlands,Gorokan,Kamano-Yagaria,,,,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
3081,Kosena,,-6.46,145.66,awiy1238,auy,,Kosena,Eastern Highlands,,Trans New Guinea,East New Guinea Highlands,Kainantu,,,,,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
3082,Waffa,,-6.56,146.09,waff1241,waj,,Waffa,Eastern Highlands,,Trans New Guinea,East New Guinea Highlands,Kainantu,,,,,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
3083,Iwam (Sepik),,-4.31,142.12,sepi1255,iws,,"Iwam, Iwam Sepik",Sepik,,,,Iwamic,,,,,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3085,Seim,,-3.67,142.68,mend1268,sim,,"Seim, Mende",Sepik,,,,Nukuma,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3086,Hewa,,-5.04,142.55,hewa1241,ham,,"Hewa, Sisimin",Sepik,,,,Sepik Hill,,,,,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
3087,Saniyo-Hiyewe,,-4.44,142.37,sani1270,sny,,"Saniyo-Hiyewe, Saniyo (Sanio), Hiyowe (Hiowe)",Sepik,,,,Sepik Hill,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3088,Mono,,4.58,19.82,mono1270,mnh,,"Mono, Amono, Bili, Bubanda, Galaba, Kaga, Mpaka",Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,,,,,Africa,Africa,S Africa,Africa
3092,Dogon (Ben Tey),,14.51,-2.57,bent1238,dbt,,,Dogon,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3093,Dogon (Najamba),,14.57,-3.07,bond1248,dbu,,"Najamba, Bondu-So, Kindjim, Nadjamba, Bondum Dom",Dogon,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3094,Dogon (Yorno So),,14.34,-3.12,toro1252,dts,,Yorno So,Dogon,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3095,Dogon (Togo Kan),,13.58,-3.2,tene1248,dtk,,Togo Kan,Dogon,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3096,Dogon (Nanga),,14.51,-3.2,nang1261,nzz,,"Nanga, Nanga Dama, Nanga Dogon",Dogon,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3099,Otomi (Estado de México),,19.88,-99.61,esta1236,ots,,"Otomi (Estado de México), Hñatho, Otomí de San Felipe Santiago, Otomí del Estado de México, State of Mexico Otomi",Otomanguean,,,,Otomian,,,,,,,,,North America,C America,Mesoamerica,Americas
3101,Neo-Aramaic (Barwar),,37.16,43.2,assy1241,aii,,,Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),Aramaic,Aramaic,,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
3104,Kanoé,,-12.18,-64.58,kano1245,kxo,,Kapixaná,Kanoé,,,,,,,,,,,,,South America,S America,NE South America,Americas
3105,Djeoromitxi,,-12.04,-64.67,djeo1235,jbt,,"Djeoromitxi, Jabotí, Yabutí",Macro-Ge,,,,Jabutí,,,,,,,,,South America,S America,NE South America,Americas
3106,Arikapú,,-12.49,-62.73,arik1265,ark,,"Aricapú, Maxubí",Macro-Ge,,,,Jabutí,,,,,,,,,South America,S America,NE South America,Americas
3107,Matanawí,,-8.11,-61.77,mata1275,qfu,,"Matanaui, Mitandua, Moutoniway",Matanawi,"Matanaui, Mitandua, Moutoniway",,,,,,,,,,,,South America,S America,NE South America,Americas
3108,Otí,,-23.46,-47.95,otii1244,oti,,"Otí, Chavante, Euchavante",Oti,,,,,,,,,,,,,South America,S America,SE South America,Americas
3110,Tinigua,,2.72,-73.77,tini1245,tit,,Tiniguas,Tiniguan,,,,,,,,,,,,,South America,S America,NE South America,Americas
3111,Awaké,,4.2,-63.12,arut1244,atx,,"Ahuaqué, Oewacu, Arutani, Uruák",Awaké,,,,,,,,,,,,,South America,S America,NE South America,Americas
3112,Caliana,,4.94,-63.24,sape1238,spc,,"Sapé, Cariana, Chirichano",Caliana,"Sapé, Cariana, Chirichano",,,,,,,,,,,,South America,S America,NE South America,Americas
3113,Taruma,,-0.91,-59.9,taru1236,qoi,,"Taruamá, Taruma",Taruma,Taruama,,,,,,,,,,,,South America,S America,NE South America,Americas
3114,Krenak,,-19,-41.23,kren1239,kqq,,"Aimoré, Botocudo, Nakrehé, Nakpié, Naknyanúk, Etwet, Minyãyirún, Yipoue)rok, Pojitxa, Potén, Krekmun, Bakuen, Aranã, Batachoa, Crenaq",Macro-Ge,,,,Krenakan,,,,,,,,,South America,S America,SE South America,Americas
3115,Bunun,,24.02,121.12,bunu1267,bnn,,"Bubukun, Bunan, Bunti, Bunum, Vonun, Vunum, Vunun, Vunung",Austronesian,,,,Bunun,,,,,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
3116,Pazeh,,24.26,120.74,kulo1237,uun,,"Kulun, Kulon-Pazeh, Pazeh",Austronesian,,,,Northwest Formosan,,,,,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
3117,Nepali (Eastern),,26.82,87.29,nepa1254,npi,,Nepali (spoken),Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Central Indo-Aryan,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
3121,Sipakapense,,15.15,-91.45,sipa1247,qum,,"Sipacapa Quiché, Sipacapense, Sipacapeño",Mayan,,,,Quichean-Mamean (Eastern Maya),,,,,,,,,North America,C America,Mesoamerica,Americas
3122,Biwat,,-4.39,143.87,biwa1243,bwm,,"Biwat, Munduguma, Mundugumor",Yuat,,,,,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3126,Rangkas,,29.5,80.32,rang1266,rgk,,"Rangkas, Canpa, Chyanam, Johari, Kyonam, Saukas, Saukiya Khun, Shaukas",Sino-Tibetan,,,,West Himalayish,Almora,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
3130,Leningitij,,-13,141.5,leni1238,lnj,,"Linngithig, Linngithigh",Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Northern Pama,,,,,,,,Australia,Australia,N Australia,Pacific
3131,Mbyá Guaraní,,-25.87,-50.36,mbya1239,gun,,"Guaraní, Mbyá, Bugre, Mbiá, Mbua, Mbyá",Tupian,,,,Tupi-Guaraní,,,,,,true,,not hg,South America,S America,SE South America,Americas
3133,Legbo,,6,8,legb1242,agb,,"Leggbó, Agbo, Gbo, Igbo, Imaban, Itigidi",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Cross River,,,,,,,,,Africa,Africa,African Savannah,Africa
3134,Agta (Dupaninan),,18,122.08,dupa1235,duo,,"Eastern Cagayan Agta, Dupaningan Agta",Austronesian,,,,Malayo-Polynesian,,,,,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
3137,Avikam,,5.17,-5.5,avik1243,avi,,"Avekom, Brignan, Brinya, Gbanda, Kwakwa, Lahu",Kwa,,Niger-Kordofanian,Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3138,Ama,,-4.22,141.62,amap1240,amm,,Sawiyanu,Left May,,,,,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3139,Budu,,2,28,budu1250,buu,,"Bodo, Ebudu, Kibudu",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,,,,,Africa,Africa,S Africa,Africa
3140,Nai,,-3.72,141.27,naii1241,bio,,"Amini, Biaka",Kwomtari,,,,,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3141,Bajau (West Coast),,6.33,116.33,west2560,bdr,,"Land Bajaw, West Coast Bajao",Austronesian,,,,Malayo-Polynesian,Greater Barito,,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
3142,Bayungu,,-23,114,bayu1240,bxj,,"Baiong, Baiung, Bajungu, Biong, Giong, Mulgarnoo, Pajungu, Payungu",Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,,,,,,,,,Australia,Australia,S Australia,Pacific
3143,Chipaya,,-18.75,-67.83,chip1262,cap,,Puquina,Chipaya,,,,,,,,,,,,,South America,S America,Andean,Americas
3144,Diola-Kasa,,12.5,-16.75,jola1262,csk,,"Jola-Kasa, Bacuki, Casa, Jóola-Kaasa, Jóola-Kasa",North Atlantic,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3145,Donno So,,14.33,-3.58,donn1239,dds,,Kamma So,Dogon,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3146,Dhalandji,,-22.08,115,dhal1245,dhl,,"Dalandji, Dalendi, Djalendi, Talaindji, Talandi, Talandji, Talangee, Tallainga, Taloinga, Thalantji, Thalanyji",Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,,,,,,,,,Australia,Australia,S Australia,Pacific
3147,Gadaba (Kondekor),,18.75,83.5,pott1240,gdb,,"Gadaba (Pottangi Ollar), Ollar Gadaba, Ollari, Ollaro, Hallari, Allar, Hollar Gadbas, San Gadaba, Gadba, Sano",Dravidian,,,,Central Dravidian,,,,,,,,,Eurasia,S/SE Asia,Indic,Eurasia
3148,Gupapuyngu,,-12,136,gupa1247,guf,,"Gobabingo, Gubabwingu",Pama-Nyungan,,,Macro-Pama-Nyungan,Yolngu,,,,,,,,,Australia,Australia,N Australia,Pacific
3149,Gungbe,,6.5,2.5,gunn1250,guw,,"Gun, Alada, Alada-Gbe, Egun, Goun, Gu, Gugbe, Gun-Alada, Gun-Gbe, Seto-Gbe, Toli-Gbe",Kwa,,Niger-Kordofanian,Niger-Congo,Gbe,,,,,,,,,Africa,Africa,African Savannah,Africa
3150,‡Hoan,,-25.5,25,huaa1248,huc,,"‡Hua, ‡Hoa, ‡Hoã, ‡Hua-Owani, |Hû, |Hua",!Ui-Taa,,,,,,,,,,,,,Africa,Africa,S Africa,Africa
3151,Khams (Tibetan),,31.83,98.58,kham1282,khg,,"Tibetan (Khams), Kam, Kang, Khamba, Khampa, Khams, Khams Bhotia, Khams-Yal",Sino-Tibetan,,,,Bodic,Tibetan,Eastern Kham Tibetan,,,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
3152,Khün,,21,100,khun1259,kkh,,"Gon Shan, Hkun, Khuen, Khun Shan, Khyn, Tai Khun, Tai-Khuen",Tai-Kadai,,,,,,,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
3153,Kuikúro,,-12.42,-53.08,kuik1246,kui,,"Kuikúro-Kalapálo, Apalakiri, Apalaquiri, Cuicutl, Guicurú, Kalapalo, Kuikuru, Kurkuro",Cariban,Carib,,,,,,,,,,,,South America,S America,NE South America,Americas
3154,Iwoyo,,-5.5,12.25,sans1272,kwy,,"Kongo (San Salvador), Congo, Kikongo, Kikoongo, Kisikongo",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,,,,,Africa,Africa,S Africa,Africa
3155,Kaytej,,-21,134,kayt1238,gbb,,"Kaytetye, Gaididj, Kaiditj, Kaititj",Pama-Nyungan,,,Macro-Pama-Nyungan,Arandic,,,,,,,,,Australia,Australia,S Australia,Pacific
3156,Kayabí,,-11,-55.5,kaya1329,kyz,,"Caiabi, Kajabí, Maquiri, Parua",Tupian,,,,Tupi-Guaraní,,,,,,,,,South America,S America,NE South America,Americas
3157,Labu,,-6.75,146.92,labu1248,lbu,,"Hapa, Labo, Labu’",Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
3158,Lamen,,-16.58,168.17,lame1260,lmu,,"Lamenu, Lewo, Varmali",Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,North Vanuatu Linkage,,,,,,Eurasia,NG and Oceania,Oceania,Pacific
3159,Mbosi,,-1.25,15.5,mbos1242,mdw,,"Embosi, Mbochi, Mboshe, Mboshi",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,,,,,Africa,Africa,S Africa,Africa
3160,Mango,,8.75,17,mang1398,mge,,"Doba, Mbay Doba, Mongo",Bongo-Bagirmi,,,Central Sudanic,,,,,,,,,,Africa,Africa,African Savannah,Africa
3161,Mambai,,9.67,14,mamb1294,mcs,,"Mambay, Mamgbay, Mamgbei, Manbai, Mangbai, Mangbei, Mongbay",Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,,,,,Africa,Africa,African Savannah,Africa
3162,Munzumbo,,3,18.42,monz1249,moj,,"Monzombo, Mondjembo, Monjombo, Munzombo",Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,,,,,Africa,Africa,S Africa,Africa
3163,Ifira-Mele,,-17.75,168.25,mele1250,mxe,,"Mele-Fila, Fila-Mele, Ifara-Mele",Austronesian,,,,Malayo-Polynesian,Oceanic,Central Pacific,Eastern Fijian-Polynesian linkage,,,,,,Eurasia,NG and Oceania,Oceania,Pacific
3164,Mayogo,,3,29,mayo1261,mdm,,"Kiyogo, Maigo, Maiko, Majugu, Mayko, Mayugo",Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,,,,,Africa,Africa,S Africa,Africa
3165,Ncàm,,9.33,0.67,ntch1242,bud,,"Ntcham, Basar, Basare, Basari, Bassar, Bassari, Natchamba, Ncham, Tobote",Gur,,Niger-Kordofanian,Niger-Congo,North Gur,,,,,,,,,Africa,Africa,African Savannah,Africa
3166,Neyo,,5,-6,neyo1238,ney,,"Gwibwen, Towi",Kru,,Niger-Kordofanian,Niger-Congo,East Kru,,,,,,,,,Africa,Africa,African Savannah,Africa
3167,Ngarla,,-20,119,ngar1296,nrk,,,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Ngayardic,,,,,,,,Australia,Australia,S Australia,Pacific
3168,Nyamal,,-21,119,nyam1271,nly,,,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Ngayardic,,,,,,,,Australia,Australia,S Australia,Pacific
3169,Nanerge,,11.75,-5,nane1238,sen,,"Sénoufo (Nanerigé), Naani, Nandereke, Nandergé, Nanergé, Nanergué",Senufo,,Niger-Kordofanian,Niger-Congo,Northern Senufo,,,,,,,,,Africa,Africa,African Savannah,Africa
3170,Panará,,-10,-55,pana1307,kre,,"Kreen Akarore, Kren Akarore",Macro-Ge,,,,Ge,Amazonian Ge,Northern Ge,,,,,,,South America,S America,NE South America,Americas
3171,Ralte,,23.75,92.75,ralt1242,ral,,,Sino-Tibetan,,,,Kukish (Mizo-Kuki-Chin),Northern Chin,,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
3172,Okinawan (Shuri),,26.5,127.5,cent2126,ryu,,"Okinawan (Central), Luchu, Okinawan",Japanese,,,Altaic,,,,,,,,,,Eurasia,N-C Asia,N Coast Asia,Eurasia
3173,Sidaama,,6.67,38.5,sida1246,sid,,"Sidamo, Sidaamu Afoo, Sidaminya, Sidámo ’Afó",Cushitic,,,Afroasiatic,Eastern Cushitic,,,,,,,,,Africa,Africa,Greater Abyssinia,Africa
3174,Suku,,-6,17.67,suku1259,sub,,Kisuku,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,,,,,Africa,Africa,S Africa,Africa
3175,Shompen,,7,93.75,shom1245,sii,,"Shom Peng, Shobang, Shom Pen, Shompeng",Austroasiatic,,,,Southern Mon-Khmer,Nicobaric,,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
3176,Tangbe,,28.91,83.75,seke1240,skj,,Seke,Sino-Tibetan,,,,Bodic,Tamangic (TGTM),,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
3177,Tima,,11.67,29.25,tima1241,tms,,"Lomorik, Lomuriki, Tamanik, Yibwa, Tima",Kordofanian,,Niger-Kordofanian,,,,,,,,,,,Africa,Africa,African Savannah,Africa
3178,Tutsa,,27.5,96.5,tuts1235,tvt,,"Naga (Tutsa), Totcha, Tutsa",Sino-Tibetan,,,,Brahmaputran (Sal),Konyak,Tangsa-Nocte,,,,,,,Eurasia,S/SE Asia,Indic,Eurasia
3179,Umpila,,-13.5,143.5,umpi1239,ump,,,Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Northeastern Pama,,,,,,,,Australia,Australia,N Australia,Pacific
3180,Urat,,-3.67,142.83,urat1244,urt,,,Torricelli,,,Torricelli-Lower Sepik,Wapei-Palei,,,,,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
3181,Vili,,-5.5,14,vili1238,vif,,"Civili, Fiot, Fiote, Tsivili",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,,,,,Africa,Africa,S Africa,Africa
3182,Kariera,,-20.5,118.5,kari1304,vka,,"Kariyarra, Gariera, Kariera, Kariyara, Karriara",Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Ngayardic,,,,,,,,Australia,Australia,S Australia,Pacific
