ID,Name,Description,module,submodule,kind,datatype,dim,typespec,unitset,multivalued,dataset
228,TenseMarkerBehaviorIsSpreading,"Value of `GrammaticalMarkers::MarkerBehaviorIsSpreading` for exemplar ""Tense""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),logical,1,"""boolean""",false,false,GrammaticalMarkersPerLanguage
229,NegationMarkerBehaviorIsSpreading,"Value of `GrammaticalMarkers::MarkerBehaviorIsSpreading` for exemplar ""Negation""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),logical,1,"""boolean""",false,false,GrammaticalMarkersPerLanguage
230,NounPluralMarkerBehaviorIsSpreading,"Value of `GrammaticalMarkers::MarkerBehaviorIsSpreading` for exemplar ""Noun Plural""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),logical,1,"""boolean""",false,false,GrammaticalMarkersPerLanguage
231,CaseMarkerExpressedCategoriesCount,"Value of `GrammaticalMarkers::MarkerExpressedCategoriesCount` for exemplar ""Case""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),integer,1,"""integer""",false,false,GrammaticalMarkersPerLanguage
232,TenseMarkerExpressedCategoriesCount,"Value of `GrammaticalMarkers::MarkerExpressedCategoriesCount` for exemplar ""Tense""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),integer,1,"""integer""",false,false,GrammaticalMarkersPerLanguage
233,NegationMarkerExpressedCategoriesCount,"Value of `GrammaticalMarkers::MarkerExpressedCategoriesCount` for exemplar ""Negation""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),integer,1,"""integer""",false,false,GrammaticalMarkersPerLanguage
234,NounPluralMarkerExpressedCategoriesCount,"Value of `GrammaticalMarkers::MarkerExpressedCategoriesCount` for exemplar ""Noun Plural""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),integer,1,"""integer""",false,false,GrammaticalMarkersPerLanguage
235,CaseMarkerExpressesMultipleCategories,"Value of `GrammaticalMarkers::MarkerExpressesMultipleCategories` for exemplar ""Case""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),logical,1,"""boolean""",false,false,GrammaticalMarkersPerLanguage
236,TenseMarkerExpressesMultipleCategories,"Value of `GrammaticalMarkers::MarkerExpressesMultipleCategories` for exemplar ""Tense""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),logical,1,"""boolean""",false,false,GrammaticalMarkersPerLanguage
237,NegationMarkerExpressesMultipleCategories,"Value of `GrammaticalMarkers::MarkerExpressesMultipleCategories` for exemplar ""Negation""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),logical,1,"""boolean""",false,false,GrammaticalMarkersPerLanguage
238,NounPluralMarkerExpressesMultipleCategories,"Value of `GrammaticalMarkers::MarkerExpressesMultipleCategories` for exemplar ""Noun Plural""",Morphology,,computed data (aggregation-scripts/GrammaticalMarkers.R),logical,1,"""boolean""",false,false,GrammaticalMarkersPerLanguage
242,HasHeadMarkingForA,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
243,HasHeadMarkingForP,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
244,HasHeadMarkingForPOSS,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
245,HasHeadMarkingForS,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
246,HasHeadMarkingForATTR,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
247,HasDependentMarkingForA,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
248,HasDependentMarkingForP,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
249,HasDependentMarkingForPOSS,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
250,HasDependentMarkingForS,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
251,HasDependentMarkingForATTR,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
252,HasHeadMarkingForSAndA,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
253,HasHeadMarkingForSOrA,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
254,HasHeadMarkingForAAndP,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
255,HasHeadMarkingForAOrP,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
256,HasDependentMarkingForSAndA,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
257,HasDependentMarkingForSOrA,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
258,HasDependentMarkingForAAndP,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
259,HasDependentMarkingForAOrP,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),logical,1,"""boolean""",false,false,LocusOfMarkingPerLanguage
260,LocusOfMarkingForUStim,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
261,LocusOfMarkingForADefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
262,LocusOfMarkingForSDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
263,LocusOfMarkingForAct,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
264,LocusOfMarkingForUDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
265,LocusOfMarkingForSDefaultIfOther,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
266,LocusOfMarkingForAExp,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
267,LocusOfMarkingForAAnim,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
268,LocusOfMarkingForTDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
269,LocusOfMarkingForBDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
270,LocusOfMarkingForGDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
271,LocusOfMarkingForPat,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
272,LocusOfMarkingForUEmp,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
273,LocusOfMarkingForUDef,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
274,LocusOfMarkingForTDef,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
275,LocusOfMarkingForTEmp,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
276,LocusOfMarkingForUDefaultIfOther,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
277,LocusOfMarkingForBRec,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
278,LocusOfMarkingForBBen,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
279,LocusOfMarkingForLocative,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
280,LocusOfMarkingForIDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
281,LocusOfMarkingForAPoss,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
282,LocusOfMarkingForURef,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
283,LocusOfMarkingForPOSSDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
284,LocusOfMarkingForATTRDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
285,LocusOfMarkingForPOSSDefaultIfOther,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
286,LocusOfMarkingForPOSSDefaultIfN,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
287,LocusOfMarkingForPOSSDefaultIfNAlien,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
288,LocusOfMarkingForPOSSDefaultIfPro,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
289,LocusOfMarkingForATTRDefaultIfOther,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
290,LocusOfMarkingForSDefaultIfPro,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
291,LocusOfMarkingForADefaultIfPro,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
292,LocusOfMarkingForUDefaultIfPro,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
293,LocusOfMarkingForPOSSDefaultIfNInal,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
294,LocusOfMarkingForSDefaultIfNOrPro,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
295,LocusOfMarkingForADefaultIfNOrPro,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
296,LocusOfMarkingForPOSSDefaultIfNOrPro,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
297,LocusOfMarkingForBDefaultIfOther,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
298,LocusOfMarkingForTDefaultIfOther,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
299,LocusOfMarkingForADefaultIfOther,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
300,LocusOfMarkingForBDefaultIfPro,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
301,LocusOfMarkingForUDefaultIfSAP,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
302,LocusOfMarkingForPOSSDefaultIf1PERS,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
303,LocusOfMarkingForSDefaultIfSAP,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
304,LocusOfMarkingForADefaultIfSAP,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
305,LocusOfMarkingForUDefaultIf1PERS,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
306,LocusOfMarkingForPOSSDefaultIfNKin,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
307,LocusOfMarkingForUDefaultIfN,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
308,LocusOfMarkingForUDefaultIfNAnim,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
309,LocusOfMarkingForADefaultIfN,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
310,LocusOfMarkingBinned5ForUStim,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
311,LocusOfMarkingBinned5ForADefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
312,LocusOfMarkingBinned5ForSDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
313,LocusOfMarkingBinned5ForAct,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
314,LocusOfMarkingBinned5ForUDefault,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
315,LocusOfMarkingBinned5ForSDefaultIfOther,<pending>,Morphology,,computed data (aggregation-scripts/LocusOfMarking.R),value-list,1,"""string""",false,false,LocusOfMarkingPerLanguage
