"LID","AlignmentAgrAccDegree.binned3","AlignmentAgrAccDegree","AlignmentAgrDominantPTG","AlignmentAgrDominantSAP","AlignmentAgrDominantSAPTG","AlignmentAgrErgDegree.binned3","AlignmentAgrErgDegree","AlignmentCaseAccDegree.binned3","AlignmentCaseAccDegree","AlignmentCaseDominantPTG","AlignmentCaseDominantSAP","AlignmentCaseDominantSAPTG","AlignmentCaseErgDegree.binned3","AlignmentCaseErgDegree","AlignmentCaseDominantLexSAP","AlignmentCaseDominantProSAP","CaseSplitByPolarity.Presence","AgrSplitByRef.Presence","CaseSplitByRef.Presence","AgrSplitByValClass.Presence","CaseSplitByValClass.Presence","AgrSplitByRank.Presence","CaseSplitByRank.Presence","AgrSplitByCat.Presence","CaseSplitByCat.Presence","AlignmentAgrMarkerAccDegree","AlignmentAgrMarkerDominantSAP","AlignmentAgrMarkerErgDegree.binned3","AlignmentAgrMarkerErgDegree"
1523,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1528,,,,,,,,"high",0.833333333333333,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,
1531,"low",0,,"S=P≠Atr",,"high",1,"low",0,,"S=Atr=P",,"medium",0.428571428571429,"ergative","ergative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1533,,,,,,,,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1536,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1538,"high",1,,"S=Atr≠P",,"low",0,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1542,"low",0,,"S=P≠Atr",,"high",1,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","medium",0.428571428571429,"ergative","ergative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1556,,,,,,,,"medium",0.571428571428571,,"S=Atr≠P",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1569,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,1,"S≠Atr=P","high",0.63265306122449
1573,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1577,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1578,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.857142857142857,"S=Atr≠P","low",0
1592,,,,,,,,"medium",0.428571428571429,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1597,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1600,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1621,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1623,,,,,,,,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1628,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1644,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1645,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"medium",0.666666666666667,"P=G≠T","S=Atr≠P","S=Atr=Aditr=T≠P=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.875,"S=Atr≠P","low",0
1650,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1660,"low",0,,"S=Atr=P",,"low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.404761904761905,"mixed","medium",0.404761904761905
1671,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1682,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1691,"low",0,,"S=Atr=P",,"low",0,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1692,,,,,,,,"medium",0.5,"mixed","mixed","mixed","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1702,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1703,,,,,,,,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1704,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,1,"S=Atr≠P","medium",0.591836734693878
1709,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1739,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=G≠T","S=Atr≠P","S=Atr=Aditr=T≠P=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1743,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1744,,,,,,,,"medium",0.636363636363636,"P=T=G","S≠Atr≠P","S≠Atr=Aditr≠P=T=G","high",0.818181818181818,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1750,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",0.75,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909090909090909,"S=Atr≠P","low",0
1751,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr=G","high",1,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","high",1,"ergative","ergative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1763,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.625,"S=Atr≠P","low",0
1772,,,,,,,,"medium",0.5,,"mixed",,"medium",0.5,"ergative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1775,"low",0,,"S=Atr=P",,"low",0,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.142176870748299,"S=Atr≠P","low",0.094421768707483
1778,,,,,,,,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1784,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1791,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1806,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1810,"low",0,,"S=Atr=P",,"low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1816,"low",0,,"S=P≠Atr",,"high",1,"low",0,,"mixed",,"medium",0.5,"ergative",,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1826,,,,,,,,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1827,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr=G","high",1,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1833,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1835,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1887,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1896,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1902,,,,,,,,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1914,,,,,,,,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",1,"ergative","ergative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1940,,,,,,,,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1944,,,,,,,,"high",0.7,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1947,,,,,,,,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",0.875,"ergative","ergative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1949,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1952,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1954,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"low",0.333333333333333,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,"accusative",,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.875,"S=Atr≠P","low",0
1961,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1964,,,,,,,,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1973,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,0.13179012345679,"S=P≠Atr","low",0.154475308641975
1989,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1991,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1999,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2001,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,0.358864159631619,"S=Atr≠P","low",0.284164748017396
2007,,,,,,,,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2015,,,,,,,,"high",1,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2016,,,,,,,,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2023,,,,,,,,"medium",0.5,"P=T=G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2028,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"S=P≠Atr","high",0.75
2029,"high",1,,"S=Atr≠P",,"low",0,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.944444444444444,"S=Atr≠P","low",0
2031,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.75,"S=Atr≠P","low",0
2035,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2047,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2054,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2060,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2063,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.916666666666667,"S=Atr≠P","low",0
2072,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2081,,,,,,,,"high",0.875,"P=G≠T","S=Atr≠P","S=Atr=Aditr=T≠P=G","low",0.25,"tripartite","tripartite",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,
2093,,,,,,,,"medium",0.5,"P=T=G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2096,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2098,"low",0,,"S=Atr=P",,"low",0,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.777777777777778,"S=Atr≠P","low",0
2102,,,,,,,,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2124,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2132,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2144,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2148,,,,,,,,"high",0.6875,,"S=Atr≠P",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2150,"high",1,,"S=Atr≠P",,"low",0,"medium",0.428571428571429,,"S=Atr=P",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,"S=Atr≠P","low",0
2153,"high",1,,"S=Atr≠P",,"low",0,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2169,,,,,,,,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2172,"low",0,,"S=Atr=P",,"low",0,"low",0.333333333333333,,"S=Atr=P",,"low",0,"accusative",,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,"S=Atr≠P","low",0
2173,"medium",0.5,"P=T=G","mixed","mixed","medium",0.5,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","high",1,"ergative","ergative",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,
2189,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"S=Atr≠P","low",0
2190,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2194,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2209,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2210,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2218,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2225,,,,,,,,"medium",0.5,,"mixed",,"medium",0.5,"ergative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2227,"high",1,,"S=Atr≠P",,"low",0,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2233,,,,,,,,"high",0.888888888888889,,"mixed",,"medium",0.555555555555556,"ergative","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2244,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,0.191184224401561,"S≠Atr=P","low",0.191184224401561
2251,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,"S=Atr≠P","low",0
2255,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2259,,,,,,,,"medium",0.428571428571429,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2268,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2271,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2272,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2285,,,,,,,,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2289,,,,,,,,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2290,"low",0,,"S=Atr=P",,"low",0,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2291,,,,,,,,"medium",0.5,"mixed","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2306,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0.285714285714286,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2308,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2313,,,,,,,,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2322,,,,,,,,"high",0.7,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2335,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833333333333333,"S=Atr≠P","low",0
2359,,,,,,,,"high",1,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2360,"low",0,,"S=Atr=P",,"low",0,"high",0.9,,"S=Atr≠P",,"medium",0.4,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.179138321995465,"S=Atr≠P","low",0.17687074829932
2371,,,,,,,,"medium",0.5,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",0.75,"tripartite","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2378,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2391,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2402,,,,,,,,"low",0,"P=T≠G","mixed","mixed","medium",0.5,"ergative","ergative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,
2416,,,,,,,,"medium",0.571428571428571,,"S=Atr=P",,"low",0.285714285714286,,"tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
