"LID","VInlfCatSurveyComplete","VBipartiteStem.Presence","VInflCat","VInflMacrocategories","VInflCatAndAgrMax.n","VInflCatMax.n","VInflCatMax.binned3","VInflCatAndAgrMax.binned3","VInflCatAndAgrFmtvMax.n","VInflCatFmtvMax.n","VInflCatandAgrFmtvMax.binned3","VAnyIncorporation.Presence","VInflExponence","VNounIncorporation.Presence","VPhonCoherence.Presence","VAgrAllPre.Presence","VAgrAnyPre.Presence","VProsCoherence.Presence","VAgrRoles","VInflMax.n","VSynCoherence.Presence","VInflMax.binned3","VIncorporationVorN.Presence","VIncorporationV.Presence"
210,,FALSE,"Aspect,TAM","TAM+",4,,,"low",2,,"low",TRUE,"cumulative",FALSE,TRUE,FALSE,FALSE,TRUE,"A-default,U-default",6,TRUE,"low",FALSE,FALSE
512,TRUE,,"Evidential,Number,Reflexive,TAM,Voice","evidential,number,TAM+,valence",7,5,"medium","medium",14,12,"high",TRUE,"cumulative",FALSE,,FALSE,TRUE,FALSE,"A-default,U-default",21,,"medium",TRUE,TRUE
205,TRUE,FALSE,"Aktionsart,Causative,Evidential,Polarity,Referential,TM","evidential,operators,pragmatic,TAM+,valence",8,6,"low","medium",4,2,"low",FALSE,"cumulative",,,FALSE,FALSE,,"A-default,U-default",12,,"medium",,
392,TRUE,,"Aspect,Causative,Number,Quantificational,Voice","number,TAM+,valence",11,9,"high","high",19,17,"high",FALSE,"distributive",,,FALSE,FALSE,,"A-default,U-default",30,,"high",,
72,,,"Aktionsart,Aspect,MA,Posterior,Quantificational,Reflexive_and_Reciprocal,TAM","number,TAM+,valence",8,7,"medium","medium",7,7,"medium",FALSE,"cumulative",,,,,,"S-default",15,,"medium",,
654,,,"Aktionsart,Construct,TAM","NP-related,TAM+",5,,,"medium",5,,"low",TRUE,"separative",TRUE,,FALSE,TRUE,,"A-default,U-default",10,,"low",TRUE,FALSE
626,TRUE,,"Polarity,Tense","operators,TAM+",4,2,"low","low",4,2,"low",FALSE,"separative",,TRUE,FALSE,FALSE,TRUE,"A-default,U-default",8,TRUE,"low",,
50,TRUE,,"Polarity,Reflexive,Tense","operators,TAM+,valence",5,3,,"medium",,,,FALSE,,,,FALSE,TRUE,,"A-default,U-default",,,,,
2779,TRUE,,"Aspect,Status,Tense,Valence","TAM+,valence",6,4,,"medium",3,,"low",TRUE,"cumulative",TRUE,FALSE,FALSE,FALSE,,"A-default,U-default",9,,"low",TRUE,FALSE
408,FALSE,,"Aspect,Modality,Mood,RECIP,Tense","TAM+,valence",7,5,"low","medium",7,5,"medium",FALSE,"separative",,,FALSE,FALSE,,"A-default,U-default",14,,"medium",,
838,TRUE,,"Honorificity,Illocution,MA,Polarity,TAM","operators,pragmatic,TAM+",7,6,"low","medium",6,5,"low",FALSE,"cumulative",,,FALSE,FALSE,,"A-default",13,TRUE,"medium",,
47,,,"Aktionsart,Modality,Mood,TA","TAM+",7,5,"low","medium",8,6,"medium",FALSE,"distributive",,,FALSE,TRUE,,"A-default,U-default",15,,"medium",,
3101,TRUE,,"Polarity,TA,TAM,Voice","operators,TAM+,valence",6,4,"low","medium",,4,,FALSE,,,,FALSE,FALSE,,"A-default,U-default",,,,,
223,TRUE,FALSE,"Aktionsart,Aspect,Deixis,Illocution,Polarity","operators,pragmatic,TAM+",7,6,"low","medium",7,6,"medium",FALSE,"separative",,FALSE,FALSE,FALSE,TRUE,"A-default",14,TRUE,"medium",,
514,,,"Applicative,Aspect,Polarity,Quantificational,Reflexive_and_Reciprocal,TE","number,operators,TAM+,valence",9,7,"medium","medium",13,10,"medium",FALSE,"cumulative",,TRUE,FALSE,FALSE,TRUE,"A-default,U-default",22,TRUE,"medium",,
180,,,"Applicative,Aspect,Causative,Number,Tense,Voice","number,TAM+,valence",8,6,"low","medium",8,6,"medium",FALSE,"separative",,,FALSE,TRUE,,"A-default,U-default",16,,"medium",,
2987,TRUE,,"Aspect,Polarity,Tense","operators,TAM+",4,3,"low","low",4,3,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default",8,,"low",,
2826,TRUE,TRUE,"Aspect,Deixis,Direction,Evidential,Polarity,Semistem,TAM,Voice","evidential,operators,other,pragmatic,role,TAM+,valence",10,8,"low","high",10,6,"medium",FALSE,"separative",,,FALSE,TRUE,,"A-default,U-default",20,,"medium",,
1376,TRUE,,"Polarity,Tense","operators,TAM+",4,2,"low","low",3,1,"low",FALSE,"cumulative",,TRUE,FALSE,FALSE,,"A-default,U-default",7,TRUE,"low",,
469,,FALSE,"Aktionsart,Aspect,Mood,Number,Polarity,Tense","number,operators,TAM+",8,6,"medium","medium",8,7,"medium",FALSE,"separative",,,FALSE,FALSE,,"A-default,U-default",16,,"medium",,
456,TRUE,TRUE,"Causative,MA,Polarity,TAM","operators,TAM+,valence",6,4,"low","medium",6,4,"low",FALSE,"separative",,,FALSE,FALSE,TRUE,"A-default,U-default",12,FALSE,"medium",,
669,,,"Aspect","TAM+",3,,,"low",3,,"low",FALSE,"separative",,,FALSE,TRUE,,"A-default,U-default",6,,"low",,
3173,TRUE,,"Causative,Focus,MA,Polarity,Voice","operators,pragmatic,TAM+,valence",7,5,"low","medium",7,5,"medium",FALSE,"separative",,,FALSE,FALSE,,"A-default,U-default",14,,"medium",,
680,,,"Causative,Evidential,Referential,TM,Voice","evidential,pragmatic,TAM+,valence",7,5,"low","medium",5,3,"low",FALSE,"cumulative",,,FALSE,FALSE,,"A-default,U-default",12,,"medium",,
703,TRUE,,"Mood,Polarity,TA,Voice","operators,TAM+,valence",5,4,,"medium",,,,FALSE,,,,FALSE,FALSE,,"A-default",,,,,
515,TRUE,FALSE,"Illocution,Polarity,TAM","operators,TAM+",7,5,,"medium",7,,"medium",FALSE,"separative",,,FALSE,TRUE,FALSE,"A-default,U-default",14,,"medium",,
325,TRUE,FALSE,"Aspect,Mood,Polarity,Tense,Valence","operators,TAM+,valence",7,5,"low","medium",4,3,"low",TRUE,"cumulative",TRUE,,FALSE,FALSE,FALSE,"A-default,U-default",11,FALSE,"low",TRUE,FALSE
386,,,"Aspect,Polarity","operators,TAM+",4,,,"low",4,,"low",FALSE,"separative",,,FALSE,TRUE,,"A-default,U-default",8,,"low",,
199,FALSE,FALSE,"Aspect,Illocution,Polarity,Tense,Voice","operators,TAM+,valence",7,,,"medium",6,,"low",FALSE,"cumulative",,FALSE,FALSE,FALSE,FALSE,"B-default,T-default",13,FALSE,"medium",,
1385,TRUE,,"Aktionsart,Deixis,Quantificational,Reflexive_and_Reciprocal,TE","number,pragmatic,TAM+,valence",7,5,"low","medium",8,5,"medium",FALSE,"distributive",,,FALSE,FALSE,,"A-default,U-default",15,,"medium",,
667,TRUE,FALSE,"Aspect,Mood,Nominalizer,Polarity,Tense","NP-related,operators,TAM+",7,5,"low","medium",8,5,"medium",FALSE,"distributive",,TRUE,FALSE,FALSE,,"A-default,U-default",15,TRUE,"medium",,
418,,FALSE,"Aspect,Reflexive_and_Reciprocal,TAM","TAM+,valence",3,3,"low","low",3,3,"low",FALSE,"separative",,,,,,,6,,"low",,
2742,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,
632,TRUE,FALSE,"Tense","TAM+",3,1,"low","low",5,1,"low",FALSE,"distributive",,TRUE,FALSE,FALSE,TRUE,"A-default,U-default",8,TRUE,"low",,
196,TRUE,,"Applicative,Number,Quantificational,Reflexive_and_Reciprocal,TA,TAM","number,TAM+,valence",9,7,"low","medium",8,6,"medium",TRUE,"cumulative",TRUE,,FALSE,TRUE,,"A-default,U-default",17,,"medium",TRUE,FALSE
409,,,"Evidential,Quantificational","evidential,number",3,,,"low",3,,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default",6,,"low",,
533,,,"Aktionsart,Aspect,Mood,Motion,Polarity,Tense","event-specs,operators,TAM+",7,6,"medium","medium",9,7,"medium",FALSE,"distributive",,TRUE,FALSE,FALSE,TRUE,"A-default",16,,"medium",,
150,,TRUE,"Connective,Status,TA","inter-clausal,TAM+",5,,,"medium",5,,"low",TRUE,"separative",TRUE,TRUE,FALSE,TRUE,TRUE,"A-default,U-default",10,TRUE,"low",TRUE,FALSE
1,FALSE,,"Causative,Classifier,Construct,Reflexive,Tense","classification,NP-related,TAM+,valence",6,5,"low","medium",6,5,"low",TRUE,"separative",TRUE,,TRUE,TRUE,FALSE,"U-default",12,,"medium",TRUE,FALSE
365,,,"Mood,TA,Tense","TAM+",4,3,"low","low",4,3,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default",8,,"low",,
9,,,,,3,,,"low",3,,"low",FALSE,"separative",,,FALSE,TRUE,,"A-default,B-default,U-default",6,,"low",,
1004,TRUE,TRUE,"Evidential,Polarity,Tense,Valence","evidential,operators,TAM+,valence",6,4,"low","medium",3,3,"low",FALSE,"cumulative",,FALSE,FALSE,FALSE,TRUE,"A-default,U-default",9,TRUE,"low",,
3015,,,"Illocution,Polarity,Progressive,Quantificational,Tense","number,operators,TAM+",,,,,,,,FALSE,,,,TRUE,TRUE,,"A-default",,,,,
200,,,"Aspect,Evidential,Gender,Polarity,Reflexive,Tense","classification,evidential,operators,TAM+,valence",8,6,"low","medium",8,6,"medium",TRUE,"separative",TRUE,TRUE,FALSE,FALSE,TRUE,"A-default,U-default",16,TRUE,"medium",TRUE,FALSE
2657,TRUE,,"Causative,RECIP,TAM","TAM+,valence",4,3,"low","low",3,2,"low",FALSE,"cumulative",,,FALSE,FALSE,,"A-default",7,,"low",,
468,TRUE,TRUE,"Aspect,Polarity,Tense,Valence","operators,TAM+,valence",5,4,"low","medium",4,4,"low",FALSE,"cumulative",,TRUE,FALSE,FALSE,FALSE,"A-default",9,TRUE,"low",,
357,,,"Aktionsart,Deixis,Quantificational,Status,Tense,Voice","number,pragmatic,TAM+,valence",8,,,"medium",7,,"medium",FALSE,"cumulative",,,FALSE,FALSE,,"A-default,U-default",15,,"medium",,
511,,,"Aspect,TA,Voice","TAM+,valence",5,3,"low","medium",6,5,"low",TRUE,"distributive",TRUE,,FALSE,FALSE,,"A-default,U-default",11,,"low",TRUE,FALSE
74,TRUE,FALSE,"TAM","TAM+",2,1,"low","low",1,1,"low",TRUE,"cumulative",FALSE,,FALSE,FALSE,TRUE,"A-default",3,FALSE,"low",FALSE,FALSE
22,,FALSE,"Status","TAM+",3,,,"low",2,,"low",FALSE,"cumulative",,,FALSE,TRUE,,"A-default,U-default",5,,"low",,
2854,TRUE,FALSE,"Mood,Tense","TAM+",3,2,"low","low",3,2,"low",FALSE,"separative",,,FALSE,FALSE,TRUE,"A-default",6,TRUE,"low",,
2169,FALSE,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,TRUE,FALSE
780,FALSE,,"Applicative,Causative,Modality,Polarity,Quantificational,RECIP,Reflexive,Tense","number,operators,TAM+,valence",10,8,"medium","high",10,8,"medium",FALSE,"separative",,,FALSE,FALSE,,"A-default,U-default",20,,"medium",,
582,,,"Aspect,Deixis,Reflexive_and_Reciprocal,Tense","pragmatic,TAM+,valence",6,4,"low","medium",6,4,"low",FALSE,"separative",,,FALSE,TRUE,,"A-default,U-default",12,,"medium",,
681,,,"Causative,Referential,TM,Voice","pragmatic,TAM+,valence",6,4,"low","medium",4,3,"low",FALSE,"cumulative",,,FALSE,FALSE,,"A-default,U-default",10,,"low",,
14,,,"Aktionsart,Aspect,Deixis,Illocution,Mood,Status,Tense","pragmatic,TAM+",11,9,"medium","high",11,9,"medium",TRUE,"separative",TRUE,TRUE,FALSE,FALSE,,"A-default,U-default",22,TRUE,"medium",TRUE,FALSE
3240,TRUE,,"Applicative,Causative,Evidential,Polarity,Quantificational,Referential,Reversative,Status,Tense","event-specs,evidential,number,operators,pragmatic,TAM+,valence",12,10,"medium","high",14,12,"high",TRUE,"distributive",TRUE,,FALSE,TRUE,,"A-default,U-default",26,,"high",TRUE,FALSE
114,TRUE,TRUE,"Causative,Connective,Deixis,MSE,Polarity,Quantificational,TAM,Voice","inter-clausal,number,operators,pragmatic,TAM+,valence",11,10,"medium","high",11,10,"medium",FALSE,"separative",,,TRUE,TRUE,FALSE,"U-default",22,FALSE,"medium",,
2563,TRUE,FALSE,"Polarity,Tense","operators,TAM+",4,2,"low","low",4,2,"low",TRUE,"separative",FALSE,TRUE,FALSE,FALSE,TRUE,"A-default,U-default",8,TRUE,"low",TRUE,TRUE
49,FALSE,TRUE,,,,,,,,,,FALSE,,,,TRUE,TRUE,,"U-default",,,,,
1816,,,"Aspect,Polarity,Semistem,TAM,Voice","operators,other,TAM+,valence",6,5,"low","medium",7,6,"medium",FALSE,"distributive",,,FALSE,FALSE,,"U-default",13,,"medium",,
3311,FALSE,,"Aspect,Deixis,TA","pragmatic,TAM+",5,3,"low","medium",5,3,"low",FALSE,"separative",,TRUE,FALSE,TRUE,TRUE,"A-default,U-default",10,TRUE,"low",,
399,TRUE,FALSE,"Number,Polarity,TAM,Voice","number,operators,TAM+,valence",5,4,"low","medium",5,5,"low",FALSE,"separative",,,,,TRUE,"A-default",10,TRUE,"low",,
576,TRUE,FALSE,"Polarity,TAM","operators,TAM+",4,2,,"low",3,,"low",TRUE,"cumulative",TRUE,,FALSE,FALSE,FALSE,"A-default,U-default",7,TRUE,"low",TRUE,FALSE
159,TRUE,FALSE,"Construct,Deixis,TAM,Voice","NP-related,pragmatic,TAM+,valence",6,4,,"medium",5,,"low",FALSE,"cumulative",,FALSE,FALSE,TRUE,FALSE,"A-default,U-default",11,TRUE,"low",,
612,,FALSE,"Mood,Polarity,Quantificational,TM,Voice","number,operators,TAM+,valence",8,,,"medium",5,,"low",FALSE,"cumulative",,,FALSE,FALSE,,"A-default,U-default",13,,"medium",,
26,,FALSE,"Mood,Tense","TAM+",4,,,"low",4,,"low",FALSE,"separative",,,FALSE,FALSE,TRUE,"A-default,U-default",8,,"low",,
2120,,,"Causative,Polarity,TAM,Voice","operators,TAM+,valence",6,4,"low","medium",6,4,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default,U-default",12,,"medium",,
428,,,"Aspect,Number,Polarity,Tense,Voice","number,operators,TAM+,valence",7,5,"low","medium",7,5,"medium",FALSE,"separative",,,FALSE,FALSE,,"A-default,U-default",14,,"medium",,
3326,TRUE,FALSE,"MTN,Referential,TA","pragmatic,TAM+",5,3,"low","medium",5,3,"low",TRUE,"separative",FALSE,TRUE,FALSE,TRUE,,"A-default,U-default",10,TRUE,"low",TRUE,TRUE
18,TRUE,,"Aktionsart,Causative,Evidential,Focus,Polarity,Quantificational,TAM,Voice","evidential,number,operators,pragmatic,TAM+,valence",12,10,"medium","high",11,9,"medium",FALSE,"cumulative",,,FALSE,FALSE,,"A-default,U-default",23,,"high",,
3301,TRUE,FALSE,"Polarity","operators",1,1,"low","low",1,1,"low",TRUE,"separative",TRUE,TRUE,,,TRUE,,2,TRUE,"low",TRUE,TRUE
91,,,"Polarity,Tense","operators,TAM+",4,,,"low",3,,"low",TRUE,"cumulative",TRUE,,FALSE,FALSE,,"A-default,B-default",7,,"low",TRUE,FALSE
3006,TRUE,FALSE,"Affect,Aspect,Causative,Mood,Voice","pragmatic,TAM+,valence",6,5,"low","medium",6,5,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default",12,,"medium",,
21,,,"MA,Reflexive_and_Reciprocal","TAM+,valence",3,,,"low",3,,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default",6,,"low",,
568,,,"Aktionsart,Aspect,Mood,Number,Quantificational","number,TAM+",5,5,"medium","medium",12,12,"medium",FALSE,"cumulative",,,,,,,17,,"medium",,
700,,,"Causative,Mood,Polarity,TAM,Voice","operators,TAM+,valence",6,5,"low","medium",3,2,"low",FALSE,"cumulative",,,FALSE,FALSE,,"A-default",9,,"low",,
226,,,"Aspect,Illocution,MTN","TAM+",3,3,"low","low",4,4,"low",FALSE,"distributive",,FALSE,,,FALSE,,7,FALSE,"low",,
1542,FALSE,,"Evidential,Polarity,TAM","evidential,operators,TAM+",4,3,"low","low",4,3,"low",FALSE,"separative",,,TRUE,TRUE,,"U-default",8,,"low",,
518,,FALSE,"Polarity,TAM","operators,TAM+",3,,,"low",3,,"low",FALSE,"separative",,TRUE,FALSE,FALSE,TRUE,"A-default",6,TRUE,"low",,
155,FALSE,TRUE,"Aktionsart,Evidential,Polarity,Tense","evidential,operators,TAM+",6,4,"low","medium",7,5,"medium",FALSE,"distributive",,,FALSE,FALSE,,"A-default,U-default",13,,"medium",,
191,,,"Number,Polarity,Reflexive,TAM","number,operators,TAM+,valence",6,,,"medium",7,,"medium",FALSE,"distributive",,,FALSE,FALSE,,"A-default,U-default",13,,"medium",,
48,TRUE,FALSE,"Aspect,Causative,RECIP,Symmetrical_voice,TAM","pragmatic,TAM+,valence",6,5,,"medium",8,,"medium",FALSE,"distributive",,TRUE,TRUE,TRUE,FALSE,"A-default",14,TRUE,"medium",,
389,,TRUE,"Causative,Polarity,Semistem,TAM","operators,other,TAM+,valence",5,4,"low","medium",5,4,"low",FALSE,"separative",,,FALSE,FALSE,FALSE,"A-default",10,,"low",,
1623,,,"Aktionsart,Control,Quantificational,Tense,Voice","number,role,TAM+,valence",7,,,"medium",7,,"medium",TRUE,"separative",TRUE,,FALSE,FALSE,,"A-default,U-default",14,,"medium",TRUE,FALSE
687,,,"Aktionsart,Aspect,Causative,Tense,Voice","TAM+,valence",7,5,"low","medium",6,5,"low",TRUE,"cumulative",TRUE,,FALSE,FALSE,,"A-default,U-default",13,,"medium",TRUE,FALSE
168,,FALSE,"Aspect,Evidential,Mood,Polarity,Reflexive_and_Reciprocal,Tense","evidential,operators,TAM+,valence",8,,,"medium",9,,"medium",FALSE,"distributive",,,FALSE,FALSE,,"A-default",17,,"medium",,
699,TRUE,FALSE,"TA","TAM+",2,1,"low","low",2,1,"low",FALSE,"separative",,,FALSE,FALSE,TRUE,"A-default",4,TRUE,"low",,
2393,TRUE,,"Aspect,Causative,Referential,TM","pragmatic,TAM+,valence",6,4,"low","medium",5,3,"low",FALSE,"cumulative",,,FALSE,FALSE,,"A-default,U-default",11,,"low",,
643,,,"Polarity,Quantificational,TA","number,operators,TAM+",3,3,"low","low",3,3,"low",FALSE,"separative",,FALSE,,,FALSE,,6,FALSE,"low",,
104,TRUE,FALSE,"Aspect,Evidential,Nominalizer,Number,TAM,Voice","evidential,NP-related,number,TAM+,valence",9,7,"low","medium",7,5,"medium",FALSE,"cumulative",,,FALSE,FALSE,TRUE,"A-default,U-default",16,TRUE,"medium",,
1775,TRUE,FALSE,"Aspect,Mood,Polarity,Tense","operators,TAM+",7,5,"low","medium",8,6,"medium",FALSE,"distributive",,TRUE,FALSE,FALSE,,"A-default,U-default",15,TRUE,"medium",,
656,TRUE,,"Aspect,Polarity,Status,Switch_reference","inter-clausal,operators,TAM+",6,5,"low","medium",6,5,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default",12,,"medium",,
1067,TRUE,FALSE,"Mood,Tense","TAM+",3,2,"low","low",2,2,"low",FALSE,"cumulative",,,FALSE,FALSE,,"A-default",5,TRUE,"low",,
679,,,"Causative,Polarity,TAM","operators,TAM+,valence",4,3,"low","low",4,3,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default",8,,"low",,
141,,,"Honorificity,Illocution,Mood,TA,Voice","pragmatic,TAM+,valence",7,6,"medium","medium",7,7,"medium",FALSE,"separative",,,TRUE,TRUE,,"A-default",14,,"medium",,
434,TRUE,FALSE,"Polarity,TAM","operators,TAM+",2,2,"low","low",2,2,"low",TRUE,"separative",FALSE,TRUE,,,TRUE,,4,TRUE,"low",TRUE,TRUE
433,TRUE,,"Focus,Illocution,Mood,Number,Polarity,TA,Valence","number,operators,pragmatic,TAM+,valence",8,7,,"medium",9,,"medium",FALSE,"distributive",,,TRUE,TRUE,,"U-default",17,,"medium",,
1203,TRUE,,"Aspect,Evidential,Number,Quantificational,Status,TA","evidential,number,TAM+",8,6,"low","medium",8,5,"medium",FALSE,"separative",,FALSE,FALSE,FALSE,FALSE,"A-default,Pat",16,FALSE,"medium",,
2360,TRUE,FALSE,"Connective,Polarity,TA","inter-clausal,operators,TAM+",5,3,"low","medium",10,4,"medium",TRUE,"cumulative",FALSE,TRUE,FALSE,FALSE,TRUE,"A-default,U-default",15,TRUE,"medium",TRUE,TRUE
118,TRUE,,"Honorificity,Polarity,Tense,Voice","operators,pragmatic,TAM+,valence",5,4,"low","medium",2,2,"low",FALSE,"cumulative",,,TRUE,TRUE,,"A-default",7,,"low",,
327,,TRUE,"Number,Person,Symmetrical_voice,TAM,Tense","number,person,pragmatic,TAM+",5,,,"medium",4,,"low",FALSE,"cumulative",,FALSE,,,,,9,,"low",,
730,TRUE,,"TAM","TAM+",1,1,"low","low",1,1,"low",FALSE,"separative",,TRUE,,,TRUE,,2,TRUE,"low",,
3318,TRUE,FALSE,"Aspect,Evidential,Polarity","evidential,operators,TAM+",4,4,"low","low",3,3,"low",FALSE,"cumulative",,TRUE,,,TRUE,,7,TRUE,"low",,
620,,,"Focus,MSE,Reflexive_and_Reciprocal,TA","pragmatic,TAM+,valence",5,4,"low","medium",5,4,"low",FALSE,"separative",,,,,,"A-default",10,,"low",,
500,,FALSE,"Illocution,Polarity,TAM","operators,TAM+",3,3,"low","low",4,4,"low",TRUE,"distributive",FALSE,FALSE,,,FALSE,,7,FALSE,"low",TRUE,TRUE
1694,TRUE,TRUE,"Aktionsart,Aspect,Honorificity,Illocution,Polarity,TA","operators,pragmatic,TAM+",8,6,"low","medium",9,6,"medium",FALSE,"distributive",,TRUE,FALSE,FALSE,,"A-default,U-default",17,TRUE,"medium",,
188,TRUE,FALSE,"Causative,RECIP,TAM,Voice","TAM+,valence",4,4,"low","low",3,2,"low",FALSE,"cumulative",,,TRUE,FALSE,TRUE,,7,TRUE,"low",,
491,,FALSE,"Causative,Symmetrical_voice,TAM","pragmatic,TAM+,valence",4,3,"low","low",4,3,"low",FALSE,"separative",,TRUE,FALSE,FALSE,TRUE,"A-default",8,TRUE,"low",,
404,TRUE,FALSE,"Polarity,TAM","operators,TAM+",4,2,,"low",6,,"low",FALSE,"distributive",,,FALSE,FALSE,TRUE,"A-default,U-default",10,FALSE,"low",,
414,,FALSE,"Aktionsart,Aspect,Mood,Motion,Potentialis,Tense","event-specs,TAM+",10,8,"low","high",7,5,"medium",FALSE,"distributive",,,FALSE,TRUE,,"A-default,U-default",17,,"medium",,
2217,TRUE,FALSE,"Aspect,Deixis,Direction,MA,TAE","pragmatic,role,TAM+",7,5,"low","medium",7,5,"medium",TRUE,"separative",FALSE,,FALSE,FALSE,,"A-default,U-default",14,TRUE,"medium",TRUE,TRUE
663,TRUE,FALSE,"Deixis,Evidential,Mood,Polarity,TA,Voice","evidential,operators,pragmatic,TAM+,valence",9,7,"medium","medium",10,7,"medium",FALSE,"cumulative",,TRUE,FALSE,FALSE,,"A-default,U-default",19,TRUE,"medium",,
163,,,"Aspect,Mood,TA","TAM+",3,3,"low","low",3,3,"low",FALSE,"separative",,,,,,,6,,"low",,
720,,TRUE,,,,,,,,,,FALSE,,,,,,,,,,,,
186,,FALSE,"Number,TAM","number,TAM+",5,,,"medium",5,,"low",FALSE,"separative",,,FALSE,FALSE,TRUE,"A-default",10,,"low",,
78,TRUE,FALSE,"Causative,Polarity,TAM,Voice","operators,TAM+,valence",5,4,"low","medium",4,3,"low",FALSE,"cumulative",,,FALSE,FALSE,TRUE,"A-default",9,TRUE,"low",,
2298,TRUE,FALSE,,,0,0,"low","low",0,0,"low",FALSE,"separative",,,,,,,0,,"low",,
1889,TRUE,FALSE,"Polarity","operators",1,1,"low","low",1,1,"low",FALSE,"separative",,TRUE,,,TRUE,,2,TRUE,"low",,
674,TRUE,TRUE,"Aspect,Mood,Polarity,Tense","operators,TAM+",6,4,"low","medium",14,6,"high",FALSE,"cumulative",,TRUE,FALSE,FALSE,TRUE,"A-default,U-default",20,TRUE,"medium",,
2572,FALSE,,"Causative,Evidential,Mood,Quantificational,TAM","evidential,number,TAM+,valence",6,5,"low","medium",5,4,"low",FALSE,"cumulative",,,TRUE,TRUE,,"U-default",11,,"low",,
106,,,"Number,Polarity,TAM,Voice","number,operators,TAM+,valence",5,,,"medium",5,,"low",FALSE,"separative",,,TRUE,TRUE,,"A-default",10,,"low",,
1395,TRUE,FALSE,"Aspect,Tense","TAM+",3,2,"low","low",3,2,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default",6,,"low",,
2790,TRUE,FALSE,,,0,0,"low","low",0,0,"low",FALSE,"separative",,TRUE,,,TRUE,,0,TRUE,"low",,
2916,TRUE,FALSE,"Causative,Polarity,Tense,TM","operators,TAM+,valence",5,4,"low","medium",5,4,"low",TRUE,"separative",TRUE,FALSE,,,FALSE,"A-default",10,,"low",TRUE,FALSE
169,TRUE,FALSE,"Honorificity,Mood,TA","pragmatic,TAM+",4,3,"low","low",4,3,"low",FALSE,"separative",,,FALSE,FALSE,,"A-default",8,,"low",,
495,,FALSE,"Tense,Valence,Voice","TAM+,valence",4,,,"low",5,,"low",FALSE,"distributive",,TRUE,TRUE,TRUE,TRUE,"A-default",9,TRUE,"low",,
2577,,TRUE,"Aspect,Causative,Evidential,Polarity,Semistem,TAM","evidential,operators,other,TAM+,valence",7,6,"low","medium",6,5,"low",FALSE,"cumulative",,,FALSE,FALSE,,"U-default",13,,"medium",,
3272,TRUE,FALSE,"Aspect,Polarity","operators,TAM+",3,2,"low","low",3,2,"low",FALSE,"separative",,TRUE,FALSE,FALSE,,"A-default",6,TRUE,"low",,
3143,FALSE,,"Applicative,Causative,Deixis,n/a,RECIP,Reflexive,Spatial,Status","event-specs,pragmatic,TAM+,valence",9,8,"medium","medium",9,8,"medium",FALSE,"separative",,,FALSE,FALSE,,"A-default",18,,"medium",,
2900,TRUE,FALSE,"Causative,Mood,TAM","TAM+,valence",4,3,"low","low",4,3,"low",FALSE,"separative",,FALSE,FALSE,FALSE,FALSE,"A-default",8,,"low",,
1840,FALSE,,"Aspect,Evidential,Polarity,TM","evidential,operators,TAM+",5,4,"low","medium",4,3,"low",FALSE,"cumulative",,,TRUE,TRUE,,"U-default",9,,"low",,
361,FALSE,FALSE,"MTN,Tense,Voice","TAM+,valence",5,,,"medium",12,,"medium",FALSE,"cumulative",,,,,TRUE,"A-default,U-default",17,TRUE,"medium",,
25,TRUE,,"Polarity,TM,Voice","operators,TAM+,valence",4,3,"low","low",3,3,"low",FALSE,"cumulative",,,FALSE,FALSE,TRUE,"A-default",7,,"low",,
2471,TRUE,FALSE,"Aspect,Mood,Polarity,TM,Voice","operators,TAM+,valence",8,5,,"medium",5,,"low",TRUE,"cumulative",FALSE,,FALSE,FALSE,,"A-default,B-default,U-default",13,TRUE,"medium",FALSE,FALSE
221,TRUE,FALSE,"Evidential,MA,Number,Polarity,Tense","evidential,number,operators,TAM+",6,5,"low","medium",6,6,"low",FALSE,"separative",,TRUE,FALSE,FALSE,TRUE,"A-default",12,TRUE,"medium",,
3243,TRUE,TRUE,"Polarity,Tense","operators,TAM+",4,3,"low","low",4,3,"low",FALSE,"separative",,,FALSE,FALSE,TRUE,"core",8,TRUE,"low",,
2716,TRUE,FALSE,"Aspect,Mood,Polarity,Tense,Voice","operators,TAM+,valence",8,5,"low","medium",4,3,"low",TRUE,"cumulative",FALSE,,FALSE,FALSE,,"A-default,B-default,U-default",12,,"medium",FALSE,FALSE
2447,TRUE,FALSE,"Aspect,Mood,Polarity,TM,Voice","operators,TAM+,valence",8,5,,"medium",8,,"medium",TRUE,"separative",FALSE,,FALSE,FALSE,,"A-default,B-default,U-default",16,TRUE,"medium",FALSE,FALSE
1807,FALSE,,"Causative,Evidential,Mood,Quantificational,TAM","evidential,number,TAM+,valence",6,5,"low","medium",5,4,"low",FALSE,"cumulative",,,TRUE,TRUE,,"U-default",11,,"low",,
