"LID","AUTOTYPLabel","Behavior.binned4","Behavior.spreading.Presence","Behavior","Coexponence.CaseNumber.Presence","Coexponence.CaseReference.Presence","Domain","Exemplar","Polyexponence.Presence","Exponence.n","Exponence","Flexivity.Presence","FlexivityFormative","Form","Fusion.binned6","Fusion","Fusion.isolating.Presence","Fusion.nonlinear.Presence","Fusion.reduplicative.Presence","Fusion.tonal.Presence","FlexivityLexical.Presence","Locus.binned6","Locus","Locus.binned5","HostRestrictions.binned.restricted","MorphemeType","MorphemeType.Word.Presence","PersonPortmanteau.Presence","Placement","Position.post.Presence","Position.binned4","Position","Position.binned5","Position.pre.Presence.v1","Position.pre.Presence.v2","Position.simul.Presence.v1","Position.simul.Presence.v2","HostRestrictions","Slot","SourceOfMarking","FlexivityStem","OppositionWithZero.Presence","HostMacroCat","HostType","HostCat"
1142,"INV",,FALSE,"inert",,,"verbal",,FALSE,1,"Direction",FALSE,"none","-ae (sf 1)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,TRUE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
2862,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ce (sf 11)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","11","agree","none",TRUE,"verbal","terminal","V"
2772,"S/A-AGR",,,,,,"verbal",,TRUE,2,"Person;Role",FALSE,"none","i- 2sg/pl","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
171,"[NP]",,,"n/a",,,"#ANY#",,,0,,,,"post [post-V]",,"n/a",,"NA",,,,"n/a","P","n/a","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,,,,,,"n/a"
35,"AGR",,FALSE,"inert",,,"verbal",,FALSE,1,"Number",FALSE,"none","-chi~ch (suffix slot 4) (agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","4","agree","none",TRUE,"verbal","terminal","V"
3052,"AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","various forms S/A agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
1691,"O-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-m 2sg P agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
299,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","ki/ke- ‘1pS/A’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1NSNPST","agree","none",FALSE,"verbal","terminal","V"
226,"NEG",,FALSE,"inert",,,"verbal","NEG",FALSE,1,"Polarity",FALSE,"none","t@?-...(-bá?)  (@=shwa)","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,FALSE,"in/simul","circum (prae)","simul",TRUE,FALSE,TRUE,TRUE,"restricted",,"free","none",,"verbal","terminal","V"
2873,"AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Number;Role",FALSE,"none","-ci~-c (sf 7)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","7","agree","none",TRUE,"verbal","terminal","V"
2865,"ABS",,,"n/a",,,"#ANY#",,,0,,FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
72,"ACC","final",FALSE,"final",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","-al; -el after –er; -l after vowels, suppletive with 1st ^2nd sg. pronouns",,"concatenative_or_suppletive",,,,,FALSE,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","terminal","3sgPro,N-kin,Pro-pl"
2797,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",,"n/a","zero",,"n/a",,"NA",,,,"D","D","D","restricted","n/a",,,,,,,,,,,,"restricted",,"assign","none",,,,"n/a"
114,"ALL","spreading",TRUE,"spreading",,,"#ANY#",,FALSE,1,"Role",,,"Allative case","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,,,,,"#ANY#"
77,"TRANS ± 3s.OBJ",,FALSE,"inert",,,"verbal",,TRUE,4,"Construct;Number;Person;Role",FALSE,"none","-Ca/i","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"verbal","terminal","V"
385,"NEG","initial",FALSE,"initial",,,"verbal","NEG",FALSE,1,"Polarity",FALSE,"none","ke(e) +  –sin/-tsin","concatenative","isolating_then_concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,,,"circum (W)",,,,,,"restricted",,"free","none",,"verbal","terminal","V"
382,"ACC","final",FALSE,"final",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",,,"-lak SG.ACC, -gak PL.ACC","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
1517,"ACC",,,,,,"nominal",,FALSE,1,"Role",FALSE,"none","-ni","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
2797,"DAT","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",,,"-Nin","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","phrasal","NP"
791,"S/A-AGR",,,,,,"#ANY#",,TRUE,3,"Number;Person;Role",FALSE,"none","-bi ’1sg’(agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H",,"formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,"2","agree","none",TRUE,,,"#ANY#"
359,"O role index",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Role",,,"-ik or stem alteration","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,,,,,,,,,"restricted",,,,,"verbal","terminal","V"
635,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","pronominal affixes, cf. Neukom (2000:96)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
77,"O-AGR.PRO",,FALSE,"inert",,,"#ANY#",,TRUE,4,"Construct;Number;Person;Role",FALSE,"none","-a","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,"assign","none",,,,"#ANY#"
578,"ACC","final",FALSE,"final",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","-na","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N"
2797,"COM","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",,,"-n’e","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","phrasal","NP"
170,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","various overt prefixes","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V-aux"
2453,"ABS",,,,,,"nominal",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,,,,,,,"restricted",,"assign","none",,"nominal","terminal","N"
2797,"LOC","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",,,"-Ge","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","phrasal","NP"
110,"GEN","spreading",TRUE,"spreading",,,"nominal",,TRUE,2,"Number;Role",TRUE,"lex-based","-s/-a/-ar/-u (sg.); -a/-na (pl.)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","lex-based",,"nominal","terminal","N_or_Pro"
104,"ACC",,,,FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","-ta","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
2797,"ABL","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",,,"-Get","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","phrasal","NP"
104,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
923,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-n (sf 2)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree","none",TRUE,"verbal","terminal","V"
387,"ACC","final",FALSE,"final",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","vowel-harmonic vowel of the series: I, i, u, ünV	- after vowels and sonants (except l)dV	- after- ltV	- after unvoiced consonantsSingular pronouns: suppletive forms (cf. Harrison 2000:28)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
123,"DAT",,,,,,"nominal",,FALSE,1,"Role",FALSE,"none","-ro","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"free","none",,"nominal","terminal","N_or_Pro"
2096,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",,"n/a","zero",,"n/a",,"NA",,,,"D","D","D","restricted","n/a",,,,,,,,,,,,"restricted",,"assign","none",,,,"n/a"
56,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","mət-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",,"verbal","terminal","V"
385,"ACC",,,,FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",TRUE,"lex-based","-a,-i, -tta, -nna, -ø-i	after back vowels-tta-nna	after nø	some non-human nouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","terminal","N,Pro"
175,"ACC","initial",FALSE,"initial",FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",FALSE,"none","Preposition /i/ or /ki/.  /i/ is used for the most canonical objects.  The choice between the two looks to me (jn) to be a matter of free variation, though sometimes /ki/ marks an object that is more like a goal.","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D",,"formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,,,"assign","none",,,,"#ANY#"
468,"DAT","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none","=ta","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
2797,"INSTR","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",,,"-(l)e","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","phrasal","NP"
853,"ACC","final",FALSE,"final",FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",FALSE,"none","-na","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,"assign","none",,,,"#ANY#"
1176,"PP",,FALSE,"inert",,,"nominal",,FALSE,1,"Role",TRUE,"cat-based","xë́ł ‘with’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","terminal","N,Pro"
418,"ACC",,,,FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","-i/-a/ø/-in/-an – depends on the noun theme base","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"none",,"nominal","terminal","N_or_Pro"
87,"GEN","spreading",TRUE,"spreading",,,"nominal",,,0,,,,"-s","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N_or_Pro"
456,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","various suffixes","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,,,,,,,,,"restricted",,"agree","none",,"verbal","terminal","V"
152,"OBJECT case","initial",FALSE,"initial",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","x̣-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,"preceding",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
385,"NOM",,,,,,"nominal",,FALSE,1,"Role",TRUE,"lex-based","zero on most nouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","terminal","N,Pro"
1750,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,4,"Honorificity;Number;Person;Role",FALSE,"none","=le ’1pl excl.’ (agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree","none",TRUE,"verbal","phrasal","VP"
359,"OBJECT introducer",,,,,,"nominal",,FALSE,1,"Role",FALSE,"none","mang used with one class of verbs",,,,,,,FALSE,"D","D","D","restricted","unknown",,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N"
409,"ACC","final",FALSE,"final",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",TRUE,"lex-based","-um after consonants, -m after vowels, -t when suffixed to inalienably possessed nouns, -s with 1st and 2nd person pronouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
468,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","various forms, cf. Genetti 2007","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
123,"ACC",,,,FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","-gà","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"free","none",,"nominal","terminal","N_or_Pro"
114,"LOC","spreading",TRUE,"spreading",,,"#ANY#",,,0,,,,"Locative case.","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,,,,,"#ANY#"
468,"ERG","final",FALSE,"final",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","=na, =n","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
2797,"ACC","final",FALSE,"final",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","-Gele","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
2360,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-uŋa (sf 3)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","3","agree","none",TRUE,"verbal","terminal","V"
420,"COM","final",FALSE,"final",,,"#ANY#",,FALSE,1,"Role",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,,,,,"#ANY#"
1954,"O-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","na- 1pl P/G agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
1691,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ki 3pl","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
533,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-ngi ‘2s’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree","none",TRUE,"verbal","terminal","V"
456,"DOM",,,,FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,"none",,,,"#ANY#"
50,"O-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","various forms, cf. Suárez (1984)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
569,"NEG","initial",FALSE,"initial",,,"verbal","NEG",FALSE,1,"Polarity",FALSE,"none","no","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"free","none",,"verbal","terminal","V"
504,"PLURAL",,FALSE,"inert",,,"#ANY#",,FALSE,1,"Number",FALSE,"none","-bo with verbs and adjectives, -i with nouns and adjectives","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"agree","none",,"any","terminal","Adj,N,V"
505,"POSS-AGR.INAL","spreading",TRUE,"spreading",,,"nominal",,TRUE,4,"Number;Person;PossSem;Role",,,"Person/number paradigm of possessor agreement suffixes","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree",,,"nominal","terminal","N"
2980,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-na (sf 4)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","4","agree","none",TRUE,"verbal","terminal","V"
50,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","various forms, cf. Suárez (1984)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
871,"S/A-AGR",,,,,,"verbal",,TRUE,4,"Number;Person;Role;TAM",TRUE,"cat-based","mo-/co- ‘3sS/A’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"following",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",FALSE,"verbal","terminal","V"
2034,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
534,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
1999,"AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ena(an) ‘1p’ (sl. 6)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","6","agree","none",TRUE,"verbal","terminal","V"
1954,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-u 1p","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",FALSE,"verbal","terminal","V"
1973,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Gender;Person;Role",FALSE,"none","-makat (slot 2)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,TRUE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree","none",TRUE,"verbal","terminal","V"
444,"NOM",,,,FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,,,,,,,"restricted",,"assign","none",,,,"n/a"
629,"ERG","final",FALSE,"final",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","-sə","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
1364,"ERG","spreading",TRUE,"spreading",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","-rlu occurs with vowel-final stem-ngku occurs with vowel-final stem-ku follows vowel-final syllable containing nasal+stop cluster.-kurlu follows /ng/, /k/, /p/.-tu follows /t/, /n/-ju follows /j/, /ny/","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
