"LID","BehaviorCase.binned4","BehaviorNeg.binned4","BehaviorNounPlural.binned4","BehaviorTense.binned4","BehaviorCase.spreading.Presence","BehaviorNeg.spreading.Presence","BehaviorNounPlural.spreading.Presence","BehaviorTense.spreading.Presence","BehaviorCase","BehaviorNeg","BehaviorNounPlural","BehaviorTense","PolyexponentialityCase.Presence","PolyexponentialityNegation.Presence","PolyexponentialityNounPlural.Presence","PolyexponentialityTense.Presence","ExponentialityCase.n","ExponentialityNegation.n","ExponentialityNounPlural.n","ExponentialityTense.n","ExponentialityCase","ExponentialityNegation","ExponentialityNounPlural","ExponentialityTense","FlexivityFormativeCase","FlexivityFormativeNeg","FlexivityFormativeNounPlural","FlexivityFormativeTense","FusionCase.binned.binned6","FusionNegation.binned.binned6","FusionNounPlural.binned.binned6","FusionTense.binned.binned6","FusionCase","FusionNegation","FusionNounPlural","FusionTense","FusionCase.isolating.Presence","FusionNegation.isolating.Presence","FusionNounPlural.isolating.Presence","FusionTense.isolating.Presence","FusionCase.nonlinear.Presence","FusionNegation.nonlinear.Presence","FusionNounPlural.nonlinear.Presence","FusionTense.nonlinear.Presence","FusionCase.reduplicative.Presence","FusionNegation.reduplicative.Presence","FusionNounPlural.reduplicative.Presence","FusionTense.reduplicative.Presence","FusionCase.tonal.Presence","FusionNegation.tonal.Presence","FusionNounPlural.tonal.Presence","FusionTense.tonal.Presence","MorphemeTypeCase","MorphemeTypeNeg","PositionCase.post.Presence","PositionNeg.post.Presence","PositionNounPlural.post.Presence","PositionTense.post.Presence","PositionCase.binned4","PositionNeg.binned4","PositionNounPlural.binned4","PositionTense.binned4","PositionCase.binned5","PositionNeg.binned5","PositionNounPlural.binned5","PositionTense.binned5","PositionCase","PositionNeg","PositionNounPlural","PositionTense","PositionCase.pre.Presence.v1","PositionNeg.pre.Presence.v1","PositionNounPlural.pre.Presence.v1","PositionTense.pre.Presence.v1","PositionCase.pre.Presence.v2","PositionNeg.pre.Presence.v2","PositionNounPlural.pre.Presence.v2","PositionTense.pre.Presence.v2","PositionCase.simul.Presence.v1","PositionNeg.simul.Presence.v1","PositionNounPlural.simul.Presence.v1","PositionTense.simul.Presence.v1","PositionCase.simul.Presence.v2","PositionNeg.simul.Presence.v2","PositionNounPlural.simul.Presence.v2","PositionTense.simul.Presence.v2","HostRestrictionsCase","HostRestrictionsNegation","HostRestrictionsNounPlural","HostRestrictionsTense","FlexivityStemCase","FlexivityStemNeg","FlexivityStemNounPlural","FlexivityStemTense"
147,,,"final",,,,FALSE,,,,"final",,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","Tense",,,,,"isolating","concatenative","concatenative","concatenative","isolating","concatenative","concatenative","concatenative",TRUE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,TRUE,TRUE,TRUE,"post","post","post","post","post","post","post","post","post","post","post","post",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,"cat-based",,
411,,,,,,,,,,,,,,FALSE,FALSE,FALSE,0,1,1,1,"n/a","Polarity","Number","Tense",,,,,,"isolating",,"concatenative",,"isolating",,"concatenative",,TRUE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,,"prae","prae","prae",,"prae","prae","prae",,"prae","prae","prae",,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted",,,,,,,
883,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"semi-restricted",,,,,,,
443,,"initial","final",,,FALSE,FALSE,,,"initial","final",,,FALSE,FALSE,TRUE,0,1,1,2,"n/a","Polarity","Number","AspectPolarity",,"none",,,,"isolating","isolating","isolating",,"isolating","isolating","isolating",,TRUE,TRUE,TRUE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"PoSWd",,FALSE,TRUE,FALSE,,"prae","post","prae",,"prae","post","prae",,"prae","post","prae",,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted",,,,"none",,
91,,,,,,,,,,,,,FALSE,,,,1,0,0,,"Role",,,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,"restricted",,"restricted",,,,,
2537,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,0,,,,"n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
412,,,,,,,,,,,,,,FALSE,,,0,1,0,,"n/a","Polarity",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,"restricted","restricted","restricted",,,,,
661,,,,,,,,,,,,,,FALSE,,,0,1,,,"n/a","Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,"in/simul",,,,"simul",,,,"circum",,,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,"restricted",,,,,,,
655,,,,,,,,,,,,,,,,,0,,,,"n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
73,,,,,,,,,,,,,,,,,0,,,,"n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
405,,,,,,,,,,,,,,,TRUE,,0,0,2,,"n/a",,"NumberGender",,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,FALSE,FALSE,,,"prae","prae",,,"prae","prae",,,"prae","prae",,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,"restricted",,,,,,,
80,,,,,,,,,,,,,FALSE,,FALSE,,1,,1,,"Role",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,"restricted",,,,,,,
75,,,,,,,,,,,,,,,FALSE,,0,,1,,"n/a",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,"restricted",,,,,,,
568,,,,,,,,,,,,,FALSE,,,,1,,,0,"Role",,,,,,,,,,,,"concatenative_or_suppletive",,,,,,,,,,,,,,,,,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"semi-restricted",,,,,,,
181,,"initial",,,,FALSE,,,,"initial",,,FALSE,FALSE,TRUE,FALSE,1,1,2,1,"Role","Polarity","NumberGender","Tense",,,,,,"isolating","isolating","concatenative",,"isolating","isolating","concatenative",,TRUE,TRUE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,FALSE,FALSE,TRUE,,"prae","prae","post",,"prae","prae","post",,"prae","prae","post",,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted",,,,,,
2878,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
2054,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,,,,
1772,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
530,,,,,,FALSE,,FALSE,,"inert",,"inert",FALSE,TRUE,FALSE,TRUE,1,2,1,2,"Role","PolarityTense","Number","TensePolarity","none",,"lex-based",,"concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,TRUE,TRUE,TRUE,"post","post","post","post","post","post","post","post","post","post","post","post",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted",,,,,,,
352,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,"final",,,FALSE,FALSE,,,"inert","final",,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","Tense",,,"cat-based","cat-based","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,TRUE,TRUE,TRUE,"post","post","post","post","post","post","post","post","post","post","post","post",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted",,,,,,
2975,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
111,,,,,,,,,,,,,,,FALSE,,,,1,,,,"Number",,,,"lex-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,
640,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
970,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"lex-based",,,,,,,,"concatenative_or_suppletive",,,,,,,,,,,,,,,,,,,,"formative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,,"final",,,FALSE,FALSE,,,"inert","final",,,FALSE,FALSE,TRUE,0,1,1,3,"n/a","Polarity","Number","PersonTAMNumber",,,,,,"isolating","concatenative","concatenative",,"isolating","concatenative","concatenative",,TRUE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,TRUE,TRUE,,,"post","post",,,"post","post",,"not applicable","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,"restricted","restricted",,,,,,
1277,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"semi-restricted",,,,,,,
643,,"final",,,,FALSE,FALSE,,,"on head and final","inert",,,TRUE,TRUE,FALSE,0,2,2,1,"n/a","PolarityTAM","NumberGender","TA",,"none","lex-based",,,"stem","concatenative","tonal",,"tonal_or_ablaut_then_isolating","concatenative","tonal",,FALSE,FALSE,FALSE,,"nonlinear","linear","nonlinear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,TRUE,,"formative",,FALSE,TRUE,,,"in/simul","post",,,"simul","post",,,"simul","post",,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,"restricted","restricted",,,,"none",,
2951,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
363,,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,,0,1,1,,"n/a","Polarity","Number",,,,,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,FALSE,TRUE,,,"prae","post",,,"prae","post",,,"prae","post",,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,"restricted","restricted",,,"none",,,
27,,,,,,,,,,,,,FALSE,,,FALSE,1,,0,1,"Role",,,"Tense",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,"restricted",,"restricted",,,,,
433,,,,,,FALSE,,FALSE,,"inert",,"inert",,FALSE,FALSE,FALSE,0,1,1,1,"n/a","Polarity","Number","TAM",,"none",,,,"concatenative",,"concatenative",,"concatenative",,"concatenative",,FALSE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,TRUE,TRUE,TRUE,,"post","post","post",,"post","post","post",,"post","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted",,"none",,
1600,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,"none",,,
400,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,
668,,,,,,,,,,,,,,,FALSE,FALSE,0,,1,1,"n/a",,"Number","Tense",,,"lex-based",,,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,,,TRUE,TRUE,,,"split","split",,,"split","split",,,"prae/post/circum","prae/post",,,TRUE,TRUE,,,FALSE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,"restricted",,,,,,,
1826,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,,,,
55,,,,,,,,,,,,,,,FALSE,FALSE,0,,1,1,"n/a",,"Number","TAM",,,"lex-based",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"in/simul",,,,"in",,,,"in",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,"restricted",,,,,,,
327,,"initial",,,FALSE,FALSE,,,"inert","initial",,,TRUE,FALSE,FALSE,FALSE,2,1,1,1,"RoleReferential","Polarity","Number","Tense",,"none",,,"isolating","isolating",,"concatenative","isolating","isolating",,"concatenative",TRUE,TRUE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",FALSE,FALSE,,TRUE,"prae","prae","in/simul","post","prae","prae","in","post","prae","prae","in","post",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted",,,,"none",,
577,,"initial",,,,FALSE,,,,"initial",,,FALSE,FALSE,,FALSE,1,1,0,1,"Role","Polarity",,"Tense",,,,,,"isolating",,"concatenative",,"isolating",,"concatenative",,TRUE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,FALSE,,FALSE,,"prae",,"in/simul",,"prae",,"simul",,"prae",,"simul",,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,"restricted","restricted","restricted",,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,0,,1,1,"n/a",,"Number","Tense",,,,,,,"reduplicative","isolating",,,"reduplicative","isolating",,,FALSE,TRUE,,,"nonlinear","linear",,,"reduplicative","non-reduplicative",,,FALSE,FALSE,,,,,,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,"restricted",,,,,,,
956,,,,,,,,,,,,,,,,,0,,,,"n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
2943,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
36,,,,,,,,,,,,,,FALSE,,,,1,0,,,"Polarity",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,"restricted",,,,,
620,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TAM",,"none",,,,"concatenative","isolating","concatenative",,"concatenative","isolating","concatenative",,FALSE,TRUE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","in/simul","post","post","post","simul","post","post","post","circum","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"restricted",,,,"none",,
163,"final","final","final",,FALSE,FALSE,FALSE,,"final","final","final",,TRUE,FALSE,FALSE,FALSE,3,1,1,1,"TAMRoleNumber","Polarity","Number","TA",,,,,"concatenative","isolating","concatenative","concatenative","concatenative_and_ablaut","isolating","concatenative","concatenative_and_ablaut",FALSE,TRUE,FALSE,FALSE,"nonlinear","linear","linear","nonlinear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,TRUE,TRUE,TRUE,"post","post","post","split","post","post","post","split","post","post","post","in/post",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted",,,,,,
538,,"final",,,,FALSE,,,,"final",,,,FALSE,,,0,1,0,,"n/a","Polarity",,,,"none",,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,"restricted","restricted","restricted",,,"none",,
61,,,,,,FALSE,,,,"inert",,,,FALSE,,FALSE,,1,,1,,"Polarity",,"Tense",,,,,,"isolating",,"concatenative",,"isolating",,"concatenative",,TRUE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,FALSE,,TRUE,,"prae",,"post",,"prae",,"post",,"prae",,"post",,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"restricted",,,,,,
687,,,,,,,,,,,,,FALSE,,FALSE,,1,,1,,"Role",,"Number",,,,"lex-based",,"concatenative",,"concatenative",,"concatenative",,"concatenative_and_reduplicative",,FALSE,,FALSE,,"linear",,"nonlinear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,TRUE,,TRUE,,"post",,"split",,"post",,"split",,"post",,"in/post",,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"semi-restricted",,"restricted",,,,,
378,,"initial",,,,FALSE,,,,"initial",,,,FALSE,FALSE,,0,1,1,0,"n/a","Polarity","Number",,,,"lex-based",,,"isolating","concatenative","concatenative",,"isolating","concatenative","concatenative",,TRUE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,FALSE,TRUE,FALSE,,"prae","post","prae",,"prae","post","prae",,"prae","post","prae",,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted","restricted","restricted",,,"lex-based",
3101,,,,,,,,,,,,,,,,TRUE,0,,,4,,,,"PersonRoleNumberGender",,,,"cat-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cat-based"
2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,,,,FALSE,,,,"inert",,,,FALSE,TRUE,,,1,4,,,"Polarity","NumberRolePersonDeixis",,,"none",,,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted",,,,"none",,
173,,,,,,,FALSE,,,,"inert",,FALSE,,FALSE,TRUE,1,,1,2,"Role",,"Number","TAPolarity","lex-based",,"lex-based",,"concatenative",,"concatenative","concatenative","concatenative",,"concatenative","concatenative",FALSE,,FALSE,FALSE,"linear",,"linear","linear","non-reduplicative",,"non-reduplicative","non-reduplicative",FALSE,,FALSE,FALSE,"formative",,FALSE,,TRUE,TRUE,"prae",,"post","post","prae",,"post","post","prae",,"post","post",TRUE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,
1621,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
379,,,,,,,FALSE,,,,"inert",,FALSE,,FALSE,FALSE,1,,1,1,"Role",,"Number","Aspect",,,,,"concatenative",,"concatenative","concatenative","concatenative",,"concatenative","concatenative",FALSE,,FALSE,FALSE,"linear",,"linear","linear","non-reduplicative",,"non-reduplicative","non-reduplicative",FALSE,,FALSE,FALSE,"formative",,TRUE,,TRUE,FALSE,"post",,"post","prae","post",,"post","prae","post",,"post","prae",FALSE,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,
2586,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,"none",,,
752,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
194,,,,,,,FALSE,,,,"inert",,,,,,,,0,,,,,,,,"lex-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,
134,,,,,,,FALSE,,,,"inert",,,,FALSE,TRUE,0,,1,2,"n/a",,"Number","PersonTense",,,,,,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,,,TRUE,FALSE,,,"post","in/simul",,,"post","simul",,,"post","simul",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,TRUE,,,FALSE,TRUE,"restricted",,"restricted",,,,,
34,,,,,,,,,,,,,FALSE,,FALSE,FALSE,1,,1,1,"Role",,"Number","Tense","lex-based",,,,"concatenative",,"concatenative","concatenative","concatenative_or_ablaut",,"concatenative","concatenative_or_ablaut",FALSE,,FALSE,FALSE,"nonlinear",,"linear","nonlinear","non-reduplicative",,"non-reduplicative","non-reduplicative",FALSE,,FALSE,FALSE,"formative",,TRUE,,TRUE,,"post",,"post",,"post",,"post",,"post (in)",,"post",,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,
368,,,"spreading",,,,TRUE,,,,"spreading",,,FALSE,FALSE,,,1,1,,,"Polarity","Number",,,,,,,"isolating","reduplicative",,,"isolating","reduplicative",,,TRUE,FALSE,,,"linear","nonlinear",,,"non-reduplicative","reduplicative",,,FALSE,FALSE,,,,,FALSE,FALSE,,,"prae","prae",,,"prae","prae",,,"prae","prae",,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,"semi-restricted",,,,,
653,,,,,,,,,,,,,,,FALSE,,,,1,,,,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
