"LID","BehaviorCase.binned4","BehaviorNeg.binned4","BehaviorNounPlural.binned4","BehaviorTense.binned4","BehaviorCase.spreading.Presence","BehaviorNeg.spreading.Presence","BehaviorNounPlural.spreading.Presence","BehaviorTense.spreading.Presence","BehaviorCase","BehaviorNeg","BehaviorNounPlural","BehaviorTense","PolyexponentialityCase.Presence","PolyexponentialityNegation.Presence","PolyexponentialityNounPlural.Presence","PolyexponentialityTense.Presence","ExponentialityCase.n","ExponentialityNegation.n","ExponentialityNounPlural.n","ExponentialityTense.n","ExponentialityCase","ExponentialityNegation","ExponentialityNounPlural","ExponentialityTense","FlexivityFormativeCase","FlexivityFormativeNeg","FlexivityFormativeNounPlural","FlexivityFormativeTense","FusionCase.binned.binned6","FusionNegation.binned.binned6","FusionNounPlural.binned.binned6","FusionTense.binned.binned6","FusionCase","FusionNegation","FusionNounPlural","FusionTense","FusionCase.isolating.Presence","FusionNegation.isolating.Presence","FusionNounPlural.isolating.Presence","FusionTense.isolating.Presence","FusionCase.nonlinear.Presence","FusionNegation.nonlinear.Presence","FusionNounPlural.nonlinear.Presence","FusionTense.nonlinear.Presence","FusionCase.reduplicative.Presence","FusionNegation.reduplicative.Presence","FusionNounPlural.reduplicative.Presence","FusionTense.reduplicative.Presence","FusionCase.tonal.Presence","FusionNegation.tonal.Presence","FusionNounPlural.tonal.Presence","FusionTense.tonal.Presence","MorphemeTypeCase","MorphemeTypeNeg","PositionCase.post.Presence","PositionNeg.post.Presence","PositionNounPlural.post.Presence","PositionTense.post.Presence","PositionCase.binned4","PositionNeg.binned4","PositionNounPlural.binned4","PositionTense.binned4","PositionCase.binned5","PositionNeg.binned5","PositionNounPlural.binned5","PositionTense.binned5","PositionCase","PositionNeg","PositionNounPlural","PositionTense","PositionCase.pre.Presence.v1","PositionNeg.pre.Presence.v1","PositionNounPlural.pre.Presence.v1","PositionTense.pre.Presence.v1","PositionCase.pre.Presence.v2","PositionNeg.pre.Presence.v2","PositionNounPlural.pre.Presence.v2","PositionTense.pre.Presence.v2","PositionCase.simul.Presence.v1","PositionNeg.simul.Presence.v1","PositionNounPlural.simul.Presence.v1","PositionTense.simul.Presence.v1","PositionCase.simul.Presence.v2","PositionNeg.simul.Presence.v2","PositionNounPlural.simul.Presence.v2","PositionTense.simul.Presence.v2","HostRestrictionsCase","HostRestrictionsNegation","HostRestrictionsNounPlural","HostRestrictionsTense","FlexivityStemCase","FlexivityStemNeg","FlexivityStemNounPlural","FlexivityStemTense"
642,,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,TRUE,0,1,1,5,"n/a","Polarity","Number","TARoleVoicePersonNumber",,,,,,"concatenative",,"stem",,"isolating_then_concatenative",,"ablaut",,FALSE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,FALSE,TRUE,,,"in/simul","split","in/simul",,"simul","split","in",,"circum","in/post","in",,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,"restricted","restricted",,,,,,
494,,,,,,,,FALSE,,,,"inert",FALSE,FALSE,,FALSE,1,1,0,1,"Role","Polarity",,"Tense","none",,,"none",,"isolating",,"isolating",,"isolating",,"isolating",,TRUE,,TRUE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,FALSE,,FALSE,,"prae",,"prae",,"prae",,"prae","not applicable","prae",,"prae",FALSE,TRUE,,TRUE,FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,"restricted","restricted","restricted","semi-restricted","none",,,"none"
332,,"initial",,,,FALSE,,,,"initial",,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,,"none","none",,,"isolating","reduplicative",,,"isolating","reduplicative",,,TRUE,FALSE,,,"linear","nonlinear",,,"non-reduplicative","reduplicative",,,FALSE,FALSE,,,"formative",,FALSE,FALSE,,,"prae","prae",,,"prae","prae",,,"prae","prae",,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,"restricted","restricted",,,,"none",,
393,,,,,,FALSE,,,,"inert",,,,,,,,0,0,,,,,,,"none",,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,,"restricted","restricted",,,"none",,
26,,,,,,,,,,,,,FALSE,,,FALSE,1,,0,1,"Role",,,"Tense",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,"restricted",,,,,
908,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,"none",,,
12,,"initial",,,,FALSE,,,,"initial",,,FALSE,FALSE,,,1,1,0,,"Role","Polarity",,,,"none",,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,"restricted","restricted","restricted",,,"none",,
686,,,,,,FALSE,,FALSE,,"flexible",,"flexible",FALSE,FALSE,,FALSE,1,1,,1,"Role","Polarity",,"Tense","none",,,"none","isolating","isolating",,"isolating","isolating","isolating",,"isolating",TRUE,TRUE,,TRUE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,TRUE,,TRUE,"post","post",,"post","post","post",,"post","post","post",,"post",FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,"restricted",,,,"none",,,"none"
1439,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
106,,,,"initial",,FALSE,,FALSE,,"inert",,"initial",,FALSE,,TRUE,0,1,0,2,"n/a","Polarity",,"TAMPerson",,"cat-based",,,,"isolating",,"concatenative",,"isolating",,"concatenative",,TRUE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,FALSE,,FALSE,,"prae",,"prae",,"prae",,"prae",,"prae",,"prae",,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,"restricted","restricted","restricted",,,,,
186,,,"final",,,FALSE,FALSE,,,"inert","final",,TRUE,FALSE,FALSE,FALSE,2,1,1,1,"RolePerson","Polarity","Number","Aspect","none","none",,,"concatenative","concatenative","isolating","concatenative","concatenative","concatenative","isolating","concatenative",FALSE,FALSE,TRUE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,,FALSE,"post","prae",,"prae","post","prae",,"prae","post","prae",,"prae",FALSE,TRUE,,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,"restricted","restricted",,,"none","none",,
175,"initial",,,,FALSE,,,FALSE,"initial",,,"inert",FALSE,,,FALSE,1,,,1,"Role",,,"TA","none",,,"none","isolating",,,"concatenative","isolating",,,"concatenative",TRUE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,FALSE,,,FALSE,"prae",,,"prae","prae",,,"prae","prae",,,"prae",TRUE,,,TRUE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,,,,"restricted","none",,,"none"
498,,"initial",,,,FALSE,,,,"initial",,,,,,TRUE,0,0,,3,"n/a",,,"PersonTenseRole",,,,,,"isolating",,"concatenative",,"isolating",,"concatenative",,TRUE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,FALSE,,FALSE,,"prae",,"prae",,"prae",,"prae",,"prae",,"prae",,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,"restricted","restricted",,,,,,
2210,,,,,FALSE,,,,"inert",,,,FALSE,,,,1,,,,"Role",,,,"cat-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"semi-restricted",,,,"none",,,
533,,,,,FALSE,,,,"inert",,,,FALSE,,,FALSE,1,,0,1,"Role",,,"Tense",,,,,"concatenative",,"concatenative","concatenative","concatenative",,"concatenative","concatenative",FALSE,,FALSE,FALSE,"linear",,"linear","linear","non-reduplicative",,"non-reduplicative","non-reduplicative",FALSE,,FALSE,FALSE,"formative",,TRUE,,TRUE,,"post",,"post",,"post",,"post",,"post",,"post",,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"restricted",,,,,,,
398,,,,,,FALSE,FALSE,,,"inert","inert",,,FALSE,FALSE,,,1,1,,,"Polarity","Number",,,"none",,,,"concatenative","concatenative",,,"concatenative","concatenative_and_reduplicative",,,FALSE,FALSE,,,"linear","nonlinear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted",,,"none",,
103,"final",,,,FALSE,,,,"final",,,,TRUE,,FALSE,,2,0,1,,"RoleNumber",,"Number",,"none",,,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,TRUE,FALSE,TRUE,,"post","prae","post",,"post","prae","post",,"post","prae","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted",,,,"none",,,
564,,,,,,,,FALSE,,,,"inert",FALSE,,,FALSE,1,,,1,"Role",,,"TAM","none",,,"none","isolating",,,"isolating","isolating",,,"isolating",TRUE,,,TRUE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,FALSE,,,FALSE,"prae",,,"prae","prae",,,"prae","prae",,,"prae",TRUE,,,TRUE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,"restricted",,,"restricted","none",,,"none"
66,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,0,,"Role",,,,"lex-based",,,,"concatenative",,"reduplicative",,"concatenative",,"reduplicative",,FALSE,,FALSE,,"linear",,"nonlinear",,"non-reduplicative",,"reduplicative",,FALSE,,FALSE,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,"restricted",,"none",,,
995,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,,,,
1155,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,"none",,,
454,,,"final",,,FALSE,FALSE,,,"inert","final",,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","Tense",,,,,"concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,TRUE,TRUE,TRUE,"post","post","post","post","post","post","post","post","post","post","post","post",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted","restricted",,,,,
1364,"spreading",,,,TRUE,,,,"spreading",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
460,,,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,0,,1,1,"n/a",,"Number","Tense",,,"lex-based",,,,"isolating","concatenative",,,"isolating","concatenative",,,TRUE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,,,FALSE,FALSE,,,"prae","prae",,,"prae","prae",,,"prae","prae",,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,"restricted",,,,,,,
469,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,,FALSE,1,1,0,1,"Role","Polarity",,"Tense","lex-based",,,,"concatenative","concatenative",,"concatenative","concatenative","isolating_then_concatenative",,"concatenative",FALSE,FALSE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,FALSE,,TRUE,"post","in/simul",,"post","post","simul",,"post","post","circum",,"post",FALSE,TRUE,,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,,FALSE,"restricted","restricted","restricted",,"none",,,
2983,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,"none",,,
25,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,FALSE,,,1,1,,,"Role","Polarity",,,"lex-based",,,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,,,"post","prae",,,"post","prae",,,"post","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted",,,"none",,,
512,,,,,,FALSE,FALSE,,,"inert","inert",,,FALSE,FALSE,FALSE,0,1,1,1,"n/a","Polarity","Number","Tense",,,"cat-based",,,"concatenative","concatenative","concatenative",,"concatenative","concatenative","concatenative",,FALSE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,FALSE,TRUE,TRUE,,"prae","post","post",,"prae","post","post",,"prae","post","post",,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted",,,,,,
635,,,,,,,,,,,,,FALSE,,,,1,,,0,"Role",,,,,,,"cat-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,"none"
130,"final","initial",,,FALSE,FALSE,,FALSE,"final","initial",,"inert",FALSE,FALSE,,TRUE,1,1,0,5,"Role","Polarity",,"TensePersonVoiceNumberRole","none","none",,"none","concatenative","concatenative",,"concatenative","concatenative","concatenative",,"concatenative",FALSE,FALSE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,FALSE,,TRUE,"post","prae",,"post","post","prae",,"post","post","prae",,"post",FALSE,TRUE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,"restricted","restricted","restricted","restricted","none","none",,"none"
358,,,,,,,,,,,,,FALSE,,,,1,,0,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,"restricted",,"none",,,
495,,,,,,,,FALSE,,,,"inert",,,TRUE,FALSE,0,,3,1,"n/a",,"NumberRoleGender","Tense",,,,"lex-based",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,,,FALSE,FALSE,,,"split","prae",,,"split","prae",,,"prae/circum","prae",,,TRUE,TRUE,,,FALSE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,"restricted",,,"restricted",,,,"none"
9,,,,,,,,,,,,,FALSE,,FALSE,,1,0,1,,"Role",,"Number",,"none",,,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,FALSE,FALSE,,,"prae","prae",,,"prae","prae",,,"prae","prae",,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,"restricted",,"none",,,
2873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,,,,,FALSE,FALSE,,,"inert","inert",,FALSE,FALSE,TRUE,FALSE,1,1,2,1,"Role","Polarity","NumberRole","Tense",,"cat-based",,"none","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,TRUE,TRUE,TRUE,"post","post","post","post","post","post","post","post","post","post","post","post",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted","restricted",,,"none",,"lex-based"
208,"spreading",,,,TRUE,,,,"spreading",,,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"lex-based","none",,,"concatenative","isolating","concatenative",,"concatenative","isolating","concatenative",,FALSE,TRUE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",TRUE,FALSE,TRUE,,"post","prae","post",,"post","prae","post",,"post","prae","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted","restricted","restricted",,"none","none",,
197,,"initial",,,,FALSE,,FALSE,,"initial",,"inert",FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","Tense","none","none",,,"concatenative","isolating","concatenative","concatenative","concatenative","isolating","concatenative","concatenative",FALSE,TRUE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","PoSWd",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","none","none",,
612,,,,,FALSE,,,,"inert",,,,TRUE,,TRUE,,2,,4,,"RoleNumber",,"NumberNumberRolePerson",,"none",,,,"concatenative",,"concatenative",,"concatenative",,"concatenative",,FALSE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,TRUE,,TRUE,,"post",,"post",,"post",,"post",,"post",,"post",,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"restricted",,,,"none",,"lex-based",
637,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
491,"initial",,,,FALSE,,,FALSE,"initial",,,"inert",FALSE,,,FALSE,1,,,1,"Role",,,"Tense","none",,,"cat-based","concatenative",,,"concatenative","concatenative",,,"concatenative",FALSE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,TRUE,,,FALSE,"post",,,"prae","post",,,"prae","post",,,"prae",FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,"restricted",,,"restricted","none",,,"none"
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"none",,"lex-based",,"concatenative","isolating","concatenative",,"concatenative","isolating","concatenative_or_ablaut",,FALSE,TRUE,FALSE,,"linear","linear","nonlinear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","PoSWd",TRUE,,,,"post",,"in/simul",,"post",,"in",,"post",,"in",,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"restricted",,"restricted",,"none",,,
465,,,,,,,,FALSE,,,,"inert",FALSE,,,FALSE,1,,,1,"Role",,,"TAM",,,,,"concatenative",,,"concatenative","concatenative",,,"concatenative",FALSE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
402,,,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,0,,1,1,"n/a",,"Number","Aspect",,,,,,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,"restricted",,,,,,,
359,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,,,1,1,,,"Role","Polarity",,,"none","cat-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,"restricted","restricted",,,"none","none",,
384,"initial","initial",,,FALSE,FALSE,,FALSE,"initial","initial",,"inert",TRUE,FALSE,,TRUE,2,1,0,4,"RoleReferential","Polarity",,"TAMNumberPersonRole","none","none",,,"isolating","isolating",,"concatenative","isolating","isolating",,"concatenative",TRUE,TRUE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","PoSWd",FALSE,FALSE,,FALSE,"prae","prae",,"prae","prae","prae",,"prae","prae","prae",,"prae",TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,"restricted","restricted","restricted","restricted","none","none",,
688,,,,,,,,,,,,,,,,,,,0,,,,,,,,"lex-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,,
844,"initial",,,,FALSE,,,,"initial",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"PoSWd",,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
464,,"initial",,,,FALSE,FALSE,FALSE,,"initial","inert","inert",TRUE,FALSE,TRUE,TRUE,3,1,2,5,"RolePersonNumber","Polarity","NumberGender","TAMPersonVoiceNumberRole","lex-based",,"cat-based",,"concatenative","isolating","concatenative","concatenative","concatenative","isolating","concatenative","concatenative",FALSE,TRUE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",FALSE,FALSE,TRUE,TRUE,"prae","prae","post","post","prae","prae","post","post","prae","prae","post","post",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted",,,,
343,,,,,,,,,,,,,FALSE,,,,1,,0,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,"restricted",,,,,
179,"spreading","initial",,,TRUE,FALSE,,,"spreading","initial",,,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TAM","lex-based",,,,"concatenative","isolating",,"concatenative","concatenative","isolating",,"concatenative",FALSE,TRUE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,,"none",,,
198,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,,,1,1,,,"Role","Polarity",,,,"none",,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,FALSE,,,,"prae",,,,"prae",,,"not applicable","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,,FALSE,,,,FALSE,,,"restricted","restricted",,,,"none",,
419,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,,,1,1,0,,"Role","Polarity",,,"none","none",,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,,,"post","prae",,,"post","prae",,,"post","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted","restricted",,"none","none",,
534,,,,,FALSE,,FALSE,,"inert",,"inert",,FALSE,,TRUE,,1,,2,,"Role",,"NumberGender",,"lex-based",,"lex-based",,"concatenative",,"concatenative",,"concatenative",,"concatenative",,FALSE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,TRUE,,TRUE,,"post",,"post",,"post",,"post",,"post",,"post",,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"restricted",,,,"none",,,
