LID,Glottocode,Language,ISO639_3,LanguageAlternativeNames,Stock,StockAlternativeName,MacroQuasiStock,QuasiStock,MajorBranch,SubBranch,SubSubBranch,LowestSubBranch,Genesis,Longitude,Latitude,LocalRegion,IsNearProtoHomeland,Modality,Subsistence,OriginContinent,Continent,Area,Macrocontinent
1683,toll1241,Tol,jic,Tol,Jicaquean,Tol,,,,,,,,-87,14.67,,,,,North America,C America,Mesoamerica,Americas
1684,youl1235,Youle Jinuo,jiu,"Jino, Chino",Sino-Tibetan,,,,Lolo-Burmese,Loloish,Central Loloish,,,101,22,,,,hg,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1685,yamd1240,Yamdena,jmd,Yamdena,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,,,,131.5,-7.5,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1686,jang1254,Zhang-Zhung,jna,Zhang-Zhung,Sino-Tibetan,,,,West Himalayish,,,,,78.42,31.58,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
1687,yems1235,Yemsa,jnj,Yemsa,Omotic,,,Afroasiatic,,,,,,37.33,7.83,,,,,Africa,Africa,Greater Abyssinia,Africa
1688,japr1238,Japreria,jru,Japreria,Cariban,Carib,,,,,,,,-73,10.5,,,,,South America,S America,NE South America,Americas
1689,japa1238,Sign Language Japanese,jsl,"Nihon Shuwa,Sign Language Japanese",Sign Language Japanese,,,,,,,,,139,36,,TRUE,signed,,Eurasia,N-C Asia,N Coast Asia,Eurasia
1690,jurc1239,Jurchen,juc,Jurchen,Tungusic,,,Altaic,Southern Tungusic,,,,,130,47,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
1691,juan1238,Juang,jun,Juang,Austroasiatic,,,,Munda,Southern Munda,,,,86,21.33,,,,hg,Eurasia,S/SE Asia,Indic,Eurasia
1692,hupd1244,Hup,jup,Hupda,Nadahup,"Nadahup, Makú, Makúan, Vaupés-Japura, Uaupés-Japura",,,,,,,,-69.25,0.17,,,,hg,South America,S America,NE South America,Americas
1693,juru1256,Jurúna,jur,"Djudjá, Iuruna, Jaruna, Jurna, Juruna, Jurúna, Yudja, Yudjá, Yudya, Yuruna, Yurúna",Tupian,,,,Tupi-Guaraní,,,,,-54.5,-5,,,,,South America,S America,NE South America,Americas
1694,japh1234,Jiarong,NA,"Jiarong, Gyarong, rGyarong, Japhug",Sino-Tibetan,,,,Qiangic,,,,,102,31.5,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1695,kara1467,Karakalpak,kaa,Karakalpak,Turkic,,,Altaic,Common Turkic,Kipchak (Northwest Turkic),,,,60,43,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
1696,chag1250,Chaga,,"Chaga, Chagga",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,37,-3,,,,,Africa,Africa,S Africa,Africa
1697,kara1482,Kara (Central African Republic),kah,Kara (Central African Republic),Bongo-Bagirmi,,,Central Sudanic,,,,,,23,10,,,,,Africa,Africa,African Savannah,Africa
1698,kala1400,Kalapuya,kyl,Kalapuya,Takelma-Kalapuyan,,,,,,,,,-123,44.5,,,,hg,North America,W N America,Alaska-Oregon,Americas
1699,xaas1235,Xasonga,kao,Xasonga,Mande,,Niger-Kordofanian,Macro-Niger-Congo,West Mande,,,,,-10.5,14.25,,,,,Africa,Africa,African Savannah,Africa
1700,bezh1248,Bezhta,kap,Bezhta,Nakh-Daghestanian,,,,Daghestanian,Tsezic,,,,46.13,42.14,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
1701,capa1241,Capanahua,kaq,Capanahua,Pano-Tacanan,,,,Panoan,,,,,-74,-7,,,,,South America,S America,NE South America,Americas
1702,kase1253,Kasem,xsm,Kasem,Gur,,Niger-Kordofanian,Niger-Congo,South Gur,,,,,-1.25,11.25,,,,,Africa,Africa,African Savannah,Africa
1703,kawa1283,Kawaiisu,xaw,Kawaiisu,Uto-Aztecan,,,,Northern Uto-Aztecan,Numic,,,,-117.5,36,,,,hg,North America,W N America,California,Americas
1704,kama1373,Kamayurá,kay,"Kamayurá, Kamaiurá",Tupian,,,,Tupi-Guaraní,,,,,-52.67,-12,,,,,South America,S America,NE South America,Americas
1705,kaza1248,Kazakh,kaz,Kazakh,Turkic,,,Altaic,Common Turkic,Kipchak (Northwest Turkic),,,,70,50,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
1706,kadi1248,Kadiwéu,kbc,"Kadiweu,Kadiwéu, Caduveo, Mbayá, Ediu-Adig",Guaicuruan,"Waikuruan, Waykuruan, Guaycuruan",,,,,,,,-57,-20,,,,hg,South America,S America,SE South America,Americas
1707,kane1243,Kanembu,kbl,Kanembu,Saharan,,,,,,,,,15,14,,,,,Africa,Africa,African Savannah,Africa
1708,kabi1261,Kabiyé,kbp,"Kabre,Kabiyé",Gur,,Niger-Kordofanian,Niger-Congo,South Gur,,,,,1.17,9.67,,,,,Africa,Africa,African Savannah,Africa
1709,kama1370,Kamano-Kafe,kbq,Kamano-Kafe,Eastern Highlands,,Trans New Guinea,East New Guinea Highlands,Gorokan,Kamano-Yagaria,,,,145.67,-6.25,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
1710,kafa1242,Kefa,kbr,Kefa,Omotic,,,Afroasiatic,,,,,,36.25,7.25,,,,,Africa,Africa,Greater Abyssinia,Africa
1711,dera1245,Dera,kbv,Dera,Senagi,,,,,,,,,141,-3.58,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1712,apma1241,Kambot,kbx,"Kambot, Ap Ma Botin, Botin, Kambot, Karaube, Ap Ma",Lower Sepik - Ramu,,,Torricelli-Lower Sepik,,,,,,144.13,-4.25,,,,hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1713,tyap1238,Gworok,kcg,Gworok,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Platoid,,,,,8.17,9.92,,,,,Africa,Africa,African Savannah,Africa
1714,kala1384,Kalanga,kck,Kalanga,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,27.5,-20.5,,,,,Africa,Africa,S Africa,Africa
1715,kela1255,Kela (Apoze),kcl,Kela (Apoze),Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,,147.08,-7.42,,,,,Eurasia,NG and Oceania,S New Guinea,Pacific
1716,nubi1253,Nubi,kcn,"Nubi, Ki-Nubi, Kinubi",Nubi,,,,,,,,creole,32.08,0.67,,,,,Africa,Africa,S Africa,Africa
1717,katl1237,Katla,kcr,Katla,Kordofanian,,Niger-Kordofanian,,,,,,,29.33,11.83,,,,,Africa,Africa,African Savannah,Africa
1718,kaia1245,Kaian,kct,Kaian,Lower Sepik - Ramu,,,Torricelli-Lower Sepik,Lower Ramu,Watam-Gamay-Awar,Watam-Kaian,,,144.75,-4.08,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1719,kami1256,Kami,kcu,Kami,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,38,-6.75,,,,,Africa,Africa,S Africa,Africa
1720,kete1252,Kete,kcv,Kete,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,22.83,-7,,,,,Africa,Africa,S Africa,Africa
1721,mako1251,Makonde,kde,"Makonde, Shimakonde",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,40,-11,,,,,Africa,Africa,S Africa,Africa
1722,temm1241,Tem,kdh,Tem,Gur,,Niger-Kordofanian,Niger-Congo,South Gur,,,,,0.5,8.67,,,,,Africa,Africa,African Savannah,Africa
1723,kara1483,Karimojong,kdj,Karimojong,Nilotic,,Core Nilo-Saharan,Eastern Sudanic,Eastern Nilotic,Teso-Turkana,,,,34.17,3,,,,,Africa,Africa,S Africa,Africa
1724,kago1247,Kagoma,kdm,Kagoma,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Platoid,,,,,8.17,9.25,,,,,Africa,Africa,African Savannah,Africa
1725,kirg1245,Kirghiz,kir,Kirghiz,Turkic,,,Altaic,Common Turkic,Kipchak (Northwest Turkic),,,,75,42,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
1726,kara1464,Karaim,kdr,Karaim,Turkic,,,Altaic,Common Turkic,Kipchak (Northwest Turkic),,,,24.92,54.67,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
1727,east1472,Keresan (Santa Ana),kee,Keresan (Santa Ana),Keresan,Keres,,,,,,,,-106.67,35.42,,,,,North America,W N America,Basin and Plains,Americas
1728,khan1278,Kana,ogo,"Kana, Khana",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Cross River,,,,,7.42,4.75,,,,,Africa,Africa,African Savannah,Africa
1729,keii1239,Kei,kei,Kei,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,,,,132.92,-5.83,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1730,kekc1242,K'ekchí,kek,"Kekchí, Kekchi, Qeqchí, K'ekchí",Mayan,,,,Quichean-Mamean (Eastern Maya),Quichean,,,,-89.83,16,,,,,North America,C America,Mesoamerica,Americas
1731,keny1279,Kenyang,ken,Kenyang,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,,,,,9.5,5.67,,,,,Africa,Africa,African Savannah,Africa
1732,dhod1238,Kokni,dho,Kokni,Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,,,,73.5,20.75,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1733,koda1255,Kodava,kfa,Kodava,Dravidian,,,,South Dravidian,South Dravidian I,,,,76.83,12.17,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1734,kond1295,Konda,kfc,Konda,Dravidian,,,,South Dravidian,South Dravidian II (”South-Central”),,,,83,19.5,,,,not hg,Eurasia,S/SE Asia,Indic,Eurasia
1736,koya1251,Koya,kff,Koya,Dravidian,,,,South Dravidian,South Dravidian II (”South-Central”),,,,81.33,17.5,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1737,kork1243,Korku,kfq,Korku,Austroasiatic,,,,Munda,Northern Munda,,,,77.8,21.1,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1738,kuma1273,Kumauni,kfy,Kumauni,Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Central Indo-Aryan,,,80,30,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
1739,kusu1250,Kusunda,kgg,Kusunda,Kusunda,,,,,,,,,84.67,28,Himalaya,TRUE,,hg,Eurasia,S/SE Asia,Indic,Eurasia
1740,kaiw1246,Kaiwá,kgk,"Kaiwá, Kaiowa",Tupian,,,,Tupi-Guaraní,,,,,-55,-25,,,,,South America,S America,SE South America,Americas
1741,kain1272,Kaingang,kgp,Kaingang,Macro-Ge,,,,Ge,Southern Ge,,,,-52,-26,,,,hg,South America,S America,SE South America,Americas
1742,kamo1255,Kamoro,kgq,Kamoro,Macro-Ok,,,,Asmat-Kamoro,,,,,136,-4.33,,,,hg,Pacific,NG and Oceania,S New Guinea,Pacific
1743,abun1252,Abun,kgr,Abun,West Papuan,,,,,,,,,132.5,-0.5,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1744,kumb1268,Gumbaynggir,kgs,Gumbaynggir,Pama-Nyungan,,,Macro-Pama-Nyungan,Gumbaynggiric,,,,,152.5,-30.17,,,,hg,Australia,Australia,S Australia,Pacific
1745,kura1250,Koranko,knk,Koranko,Mande,,Niger-Kordofanian,Macro-Niger-Congo,West Mande,,,,,-11.25,9.33,,,,,Africa,Africa,African Savannah,Africa
1746,luuu1242,Lü,khb,Lü,Tai-Kadai,,,,,,,,,100.67,22,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1747,badi1247,Kanum (Bädi),khd,Kanum (Bädi),Morehead and Upper Maro Rivers,,,,,,,,,140.75,-8.83,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
1748,lusi1240,Kaliai-Kove,khl,Kaliai-Kove,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,,149.67,-5.58,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
1749,kuoo1238,Koh (Lakka),xuo,Koh (Lakka),Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,15.5,8,,,,,Africa,Africa,African Savannah,Africa
1750,khar1287,Kharia,khr,Kharia,Austroasiatic,,,,Munda,Southern Munda,,,,84.33,22.5,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1751,khva1239,Khwarshi,khv,Khvarshi,Nakh-Daghestanian,,,,Daghestanian,Tsezic,,,,46.17,42.25,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
1752,khow1242,Khowar,khw,Khowar,Indo-European,,,Indo-Uralic,Indo-Iranian,Nuristani,,,,72,36,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
1753,kimm1246,Kosop,kia,Kosop,Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,15.92,9.92,,,,,Africa,Africa,African Savannah,Africa
1754,kick1244,Kickapoo,kic,Kickapoo,Algic,,,,Algonquian,,,,,-84,42.25,,,,hg,North America,E N America,E North America,Americas
1755,kits1249,Kitsai,kii,Kitsai,Caddoan,,,,,,,,,-96.5,31.83,,,,,North America,E N America,Basin and Plains,Americas
1756,kamb1297,Kamba,kam,Kamba,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,38,-1.5,,,,,Africa,Africa,S Africa,Africa
1757,kete1254,Ketengban,xte,Ketengban,Mek,,Trans New Guinea,,Eastern Mek,,,,,140.5,-4.5,,,,not hg,Pacific,NG and Oceania,Interior New Guinea,Pacific
1758,huba1236,Kilba,hbb,Kilba,Chadic,,,Afroasiatic,Biu-Mandara (Central Chadic),,,,,13.17,10.33,,,,,Africa,Africa,African Savannah,Africa
1759,nucl1379,Kinga,zga,Kinga,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,34,-9,,,,,Africa,Africa,S Africa,Africa
1760,qanj1241,Kanjobal (Eastern),kjb,Kanjobal (Eastern),Mayan,,,,Greater Kanjobalan,Kanjobalan,,,,-91.67,15.33,,,,,North America,C America,Mesoamerica,Americas
1761,coas1295,Konjo,kjc,Konjo,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,120.33,-5.47,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1762,kisa1266,Kisar,kje,Kisar,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,,,,127.12,-8.08,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1763,khak1248,Khakas,kjh,Khakas,Turkic,,,Altaic,Common Turkic,Northern Turkish,Siberian,,,90,53,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
1764,kunj1245,Kunjen,kjn,Kunjen,Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Kunjen,,,,142.5,-16.5,,,,hg,Australia,Australia,N Australia,Pacific
1765,pwoe1235,Karen (Pwo),kjp,Karen (Pwo),Sino-Tibetan,,,,Karenic,,,,,99.17,13,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1766,kash1280,Kashaya,kju,Kashaya,Pomoan,Pomo,,,,,,,,-123.33,38.67,,,,hg,North America,W N America,California,Americas
1767,gela1265,Gelao,NA,Gelao,Tai-Kadai,,,,,,,,,105.5,22.92,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1768,kagu1239,Kaguru,kki,Kaguru,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,37,-6.33,,,,,Africa,Africa,S Africa,Africa
1769,koko1269,Kokota,kkk,Kokota,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso-Melanesian linkage,,159.13,-8,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1770,kosa1249,Yale (Kosarek),kkl,Yale (Kosarek),Mek,,Trans New Guinea,,Western Mek,,,,,139.5,-4.08,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
1771,teke1280,Teke (Southern),kkw,Teke (Southern),Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,14.5,-2.33,,,,,Africa,Africa,S Africa,Africa
1772,gugu1255,Guugu Yimidhirr,kky,Guugu Yimidhirr,Pama-Nyungan,,,Macro-Pama-Nyungan,Guugu Yimidhirr,,,,,144.83,-15,,,,hg,Australia,Australia,N Australia,Pacific
1773,kili1268,Kiliwa,klb,Kiliwa,Yuman,Yuman-Cochimí,,,,,,,,-115.67,31.33,,,,hg,North America,C America,Mesoamerica,Americas
1774,gami1243,Gamilaraay,kld,"Gamilaraay, Camileroi, Gamilaroi, Kamilaroi",Pama-Nyungan,,,Macro-Pama-Nyungan,Wiraduric,,,,,149.5,-29.83,,,,hg,Australia,Australia,S Australia,Pacific
1775,kulu1253,Kulung,kle,Kulung,Sino-Tibetan,,,,Kiranti,Central-Eastern Kiranti,Central Kiranti,Khambu,,87,27.5,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
1776,nand1264,Nande,nnb,"Nandi, Kinande",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,35,0.25,,,,,Africa,Africa,S Africa,Africa
1777,rumu1243,Rumu,klq,Rumu,Turama-Kikori,,Trans New Guinea,,,,,,,144.25,-7.17,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
1778,khal1275,Khaling,klr,Khaling,Sino-Tibetan,,,,Kiranti,Western Kiranti,Upper Dudhkosi,,,86.67,27.5,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
1779,kala1372,Kalasha,kls,Kalasha,Indo-European,,,Indo-Uralic,Indo-Iranian,Nuristani,,,,72,35,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
1780,klao1243,Klao,klu,Klao,Kru,,Niger-Kordofanian,Niger-Congo,West Kru,,,,,-8.75,4.75,,,,,Africa,Africa,African Savannah,Africa
1781,konn1242,Konni,kma,Konni,Gur,,Niger-Kordofanian,Niger-Congo,North Gur,,,,,-1.58,10.25,,,,,Africa,Africa,African Savannah,Africa
1782,kala1397,Kalam,kmh,Kalam,Madang,,Trans New Guinea,,Kalamic-South Adelbert,Kalam-Kobon,,,,144.58,-5.25,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
1784,kwom1262,Kwoma,kmo,"Kwoma, Washuk",Sepik,,,,Nukuma,,,,,142.75,-4.17,,,,hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1785,kemt1242,Kemtuik,kmt,Kemtuik,Nimboran,,,,,,,,,140.33,-2.67,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1786,kank1243,Kankanay,kne,Kankanay,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,120.58,16.75,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
1787,west2635,Kanjobal (Western),knj,"Kanjobal (Western), Acateco, Acatec, San Miguel Acatán Kanjobal, Conob, Western Kanjobal, Western Q'anjob'al",Mayan,,,,Greater Kanjobalan,Kanjobalan,,,,-91.83,15.83,,,,,North America,C America,Mesoamerica,Americas
1788,konk1267,Konkani,knn,Konkani,Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Southwestern Indo-Aryan,,,74,15.25,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1789,kana1291,Canamarí,knm,Canamarí,Katukinan,,,,,,,,,-68.5,-6.5,,,,not hg,South America,S America,NE South America,Americas
1790,kany1247,Kanyok,kny,Kanyok Luba,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,23.58,-7.33,,,,,Africa,Africa,S Africa,Africa
1791,kaci1244,Baale,koe,Baale,Surmic,,Core Nilo-Saharan,Eastern Sudanic,,,,,,34.5,6.5,,,,,Africa,Africa,Greater Abyssinia,Africa
1792,cogu1240,Cogui,kog,Cogui,Chibchan,,,,Chibchan,Arhuacan,,,,-73.83,11,,,,,North America,S America,NE South America,Americas
1793,komo1260,Komo,kmw,Komo,Koman,,Core Nilo-Saharan,Koman-Gumuz,,,,,,33.75,8.75,,,,,Africa,Africa,Greater Abyssinia,Africa
1795,kols1241,German (Ripuarian),ksh,German (Ripuarian),Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,7,51,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
1796,konk1269,Konkomba,xon,Konkomba,Gur,,Niger-Kordofanian,Niger-Congo,North Gur,,,,,0.08,10,,,,,Africa,Africa,African Savannah,Africa
1797,lagw1237,Lagwan,kot,Lagwan,Chadic,,,Afroasiatic,Biu-Mandara (Central Chadic),,,,,14.83,11.5,,,,,Africa,Africa,African Savannah,Africa
1798,koyu1237,Koyukon,koy,Koyukon,Na-Dene,,,,Athabaskan,,,,,-155,65,,,,hg,North America,W N America,Alaska-Oregon,Americas
1799,curr1243,Curripaco,kpc,Curripaco,Arawakan,,,,North Amazonian,,,,,-68.5,2.5,,,,,South America,S America,NE South America,Americas
1800,kpel1252,Kpelle,kpe,Kpelle,Mande,,Niger-Kordofanian,Macro-Niger-Congo,West Mande,,,,,-10,7,,,,,Africa,Africa,African Savannah,Africa
1801,kapi1249,Kapingamarangi,kpg,Kapingamarangi,Austronesian,,,,Malayo-Polynesian,Oceanic,Central Pacific,Eastern Fijian-Polynesian linkage,,154.75,1.05,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1802,kara1500,Javaé,kpj,"Javahe, Javaé, Chamboa, Xambioá, Ynã",Macro-Ge,,,,Karajá,,,,,-50.33,-10,,,,,South America,S America,NE South America,Americas
1803,kpan1246,Kpan,kpk,Kpan,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Platoid,,,,,10.17,7.58,,,,,Africa,Africa,African Savannah,Africa
1804,koho1244,Sre,kpm,Sre,Austroasiatic,,,,Eastern Mon-Khmer,Bahnaric,,,,108,11.5,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1805,ikpo1238,Kposo,kpo,Kposo,Kwa,,Niger-Kordofanian,Niger-Congo,Ka-Togo,,,,,0.83,7.5,,,,,Africa,Africa,African Savannah,Africa
1806,kora1294,Korafe,kpr,Korafe,Greater Binanderean,,Trans New Guinea,,Binanderean,Nuclear Binanderean,,,,149.08,-9.05,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
1807,kara1474,Karata,kpt,Karata,Nakh-Daghestanian,,,,Daghestanian,Avar-Andic,Andic,,,46.34,42.6,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
1808,kory1246,Koryak,kpy,Koryak,Chukchi-Kamchatkan,,,,Chukotkan,Southern Chukotkan,,,,167,61,,,,hg,Eurasia,N-C Asia,N Coast Asia,Eurasia
1809,kups1238,Sebei,kpz,Sebei,Nilotic,,Core Nilo-Saharan,Eastern Sudanic,Southern Nilotic,Kalenjin,,,,34.58,1.33,,,,,Africa,Africa,S Africa,Africa
1810,koit1244,Koita,kqi,Koita,Koiarian,,Trans New Guinea,Southeast Papuan,Koiaric,,,,,147.08,-9.33,,,,not hg,Pacific,NG and Oceania,S New Guinea,Pacific
1812,kyer1238,Koyra,kgy,Koyra,Omotic,,,Afroasiatic,,,,,,37.83,5.83,,,,,Africa,Africa,Greater Abyssinia,Africa
1813,kere1280,Kerek,krk,Kerek,Chukchi-Kamchatkan,,,,Chukotkan,Northern Chukotkan,,,,175,62.25,,,,hg,Eurasia,N-C Asia,N Coast Asia,Eurasia
1814,kare1335,Karelian,krl,Karelian,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,32,64,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
1815,gbay1288,Kresh,krs,Kresh,Kresh-Aja,,,Central Sudanic,,,,,,24.5,8.5,,,,,Africa,Africa,African Savannah,Africa
1816,kryt1240,Kryz,kry,Kryz,Nakh-Daghestanian,,,,Daghestanian,Lezgian,Samurian (core Lezgian),Southern Samurian,,48.25,41.22,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
1817,sham1280,Shambala,ksb,"Kishambala, Kishambaa, Kisambaa, Sambaa, Shambaa, Sambala, Sambara, Schambala",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,39.17,-4.75,,,,,Africa,Africa,S Africa,Africa
1818,bafi1243,Bafia,ksf,Bafia,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,11.17,5,,,,,Africa,Africa,African Savannah,Africa
1819,kosr1238,Kosraean,kos,"Kosraean, Kusaeian",Austronesian,,,,Malayo-Polynesian,Oceanic,Micronesian,,,163,5.3,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1820,kumy1244,Kumyk,kum,Kumyk,Turkic,,,Altaic,Common Turkic,Kipchak (Northwest Turkic),,,,47.33,43,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
1821,kwaa1269,Kwami,ksq,Kwami,Chadic,,,Afroasiatic,West Chadic,,,,,11,10.42,,,,,Africa,Africa,African Savannah,Africa
1823,winy1241,Ko (Winye),kst,Ko (Winye),Gur,,Niger-Kordofanian,Niger-Congo,South Gur,,,,,-2.92,11.87,,,,,Africa,Africa,African Savannah,Africa
1824,keda1252,Kedang,ksx,Kedang,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,,,,123.75,-8.25,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1825,koka1244,Gugada,ktd,Gugada,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Wati,,,,134,-30,,,,,Australia,Australia,S Australia,Pacific
1826,kalk1246,Kalkatungu,ktg,Kalkatungu,Pama-Nyungan,,,Macro-Pama-Nyungan,Kalkatungic,,,,,139.5,-21,,,,hg,Australia,Australia,S Australia,Pacific
1827,kari1311,Karitiâna,ktn,"Karitiana,Karitiâna",Tupian,,,,,,,,,-64,-9.5,,,,,South America,S America,NE South America,Americas
1828,kuot1243,Kuot,kto,Kuot,Kuot,,,,,,,,,151.5,-3.05,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1829,kitu1246,Kituba,ktu,Kituba,Kituba,,,,,,,,creole,17.5,-5,,,,,Africa,Africa,S Africa,Africa
1830,east1236,Katu,ktv,Katu,Austroasiatic,,,,Eastern Mon-Khmer,Katuic,,,,107.58,15.83,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1831,kato1244,Kato,ktw,Kato,Na-Dene,,,,Athabaskan,,,,,-123.67,39.67,,,,hg,North America,W N America,California,Americas
1832,juho1239,Ju|'hoan,ktz,Ju|'hoan,Ju,Northern Khoisan,,,,,,,,21,-19,,,,hg,Africa,Africa,S Africa,Africa
1833,bord1248,Kuna,kvn,Kuna,Chibchan,,,,,,,,,-77.33,8,,,,,North America,S America,Andean,Americas
1834,gwic1235,Kutchin,gwi,Kutchin,Na-Dene,,,,Athabaskan,,,,,-146,67,,,,,North America,W N America,Alaska-Oregon,Americas
1835,kuma1280,Kuman,kue,Kuman,Chimbu-Wahgi,,Trans New Guinea,East New Guinea Highlands,Chimbu,,,,,145,-5.92,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
1836,kuni1267,Kunimaipa,kup,Kunimaipa,Goilalan,,Trans New Guinea,Southeast Papuan,,,,,,146.83,-8,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
