dataset,dataset_kind,modules,variable,kind,variant_of,data,n_languages_covered
VerbAgreementAggregatedByMarkerHasPostposedExponent,derived,VerbInflection,MarkerHasPostposedExponentForPat,computed,,logical,1
VerbAgreementAggregatedByMarkerHasPostposedExponent,derived,VerbInflection,MarkerHasPostposedExponentForUBDefault,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,LID,manual entry,,integer,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,Glottocode,manual entry,,string,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,Language,manual entry,,string,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForADefault,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForUDefault,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForSDefault,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForBDefault,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForPOSSDefault,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForARGNom,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForOAdp,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForAFF,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForTDefault,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForIDefault,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForGDefault,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForCore,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForPat,computed,,logical,1
VerbAgreementAggregatedByMarkerHasMultipleExponents,derived,VerbInflection,MarkerHasMultipleExponentsForUBDefault,computed,,logical,1
